Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
ESP	5891208	458	1941	56038		5900	3553			251841	9516		6376	8844	616	58	56	9836	43	3886	44130	34	398			150680	2119		99187		22	126875	1147	107	4445	95	5178	6922			162	122		54400	155713			347505		2105		3339	2958	1684	131134		366	8548	115	1468	11539	21	966	156905	416394	4128	9192	19339	137	1875	3713			32	12359	203692			278	17017	8760	200641	12043		3982		622			7411	9689	5369	111	723		41333	9297	1122	34447	1937	5888	1829	14925		2858	106324	282	6128	2261	1797	1555		483	333	188	3987	3341		819	966	115	16284	1425	462	65	602		17576	312			8532	241		48613	119	235	419	167		699880	1197	87	126		3136	46711		1073	20361	280	30198			16018	51	54547		4246	30	58926	184802	42659	63864	112032		91	4189	17084		646181	79255	283			45				37	189	845	49461	3900	40	1025	503		7297	1312		272	2829			628		389	218		19318	62286	5910	84	627	2084		508			206	2734	3969	60		34	211	81618	326	305969	360	42291		73640	642		160478	1634			139	148	335
MKD	130730		67799																								8713					1072																						1433				53								1964																42			233												81									37																																	9229																									100							23	215												17930					36	256																							19922					64															
Western Europe	25601680	138201	33014	1499864	1	1054	36744	33	214	42941	40431	4005	41803	309396	23479	255	614	18746	272	29746	278942	113	24073	170	624	12863	400907	386	187318		726	162717	11918	7492	38715	71256	117517	70824	4474		17414	8401		41560	307888	805	34	75907	37294	77637	3	4325	101602	250352	23251	61301	4287	541274	6011	118294	45441	7379	7196	36309	22174	86774	3548	516	24261	14036	43128	3		324	32420	509142			21283	7917	33171	1007688	55176	104	240046	13	109		1	7103	42987	3829	7332	80545		3000	236556	3476	169768	159987	198613	161332	35134	13	35024	1252896	4516	71382	14882	865876	22368	9	2622	73749	47928	35990	128600	284	5535	8815	3172	53475	39994	126319	578	14683	82	79171	2549			19512	49271		41217	4	25752	4856	35177	6	1322174	3343	3916	969	1	9452	355278		11151	3296	8034	50258			19371	836	92135	1	2022	480	6937	44104	106259	1982786	1169181	58	346	57187	30387		719954	1097709	13546	1	82	4960		106	48	245	453	9055	128708	575434	990	9665	10631	21893	86100	59582	17	42256	45617		540975	142345	1846	9894	221989	232	52394	206405	80549	25251	89562	125893	12	42010		104	2135	454116	2217273	6047	8	13	5619	256675	2150	419078	3387	262388	1	8085	40361	759	23364	253625		17	4036	2805	3681
AUT	1492374	8620	3147	1290		2	341		7	1523	3051		2490		1076	22	21	2737	21	1667	2575	41	80	19	24	509	155164	25	5186		6	15733	121	97	41	958	654	2547			29	12		1258	17713	281	17	1570		457		179	213	40006	879		325	54997	2812	700	1418	7	51	3125	662	14891	68	10	104	372	1276			18	1598	8964			24	628	3316	223705	2474		4003		15		1	372	303	68	19	63		98	44468	188	13576	1214	15495	5524	985		2562	29738	208	2970	749	1103	982		253	648	124	806	1841	4	274	459	378	909	763	75	38	483	9	99	108			33	114		1512	1	24	1804	21842		1926	67	71	183	1	588	8476		443	208	31	8485			966	31	4814	1	62	60	229	1688	13856	65989	1723	6	25		1779		70267	30972	211		2	14		10	4	1	2	477	335	195177	44	267	286		27170	17908	14	1215	2792		4122	981	277	635	20	23	3551	15802	3320	284	21921	5604		219		7	70	3690	184847	140		12	274	8232	176	11013	157	11054		282	754	7	915	3344			95	113	298
BEL	1252380	2282	4334	10002			2713			525	5749		793	2842	747	2	2	1061	6	1577			569		113	335	1905	11	5827			14663	584	1991	181	257	8173	3102			119	187		1075	9653			1609		741		114	2216	899	671		347	2910	19	20102	3347	491	30	736	2917	1375	106	20	129	778	825			8	3363	156124			324	230	1864	43890	3496		16475					146	4540	53	19	274		66	4199	213	7713	1374	4994	3683	4036		1585	183764	128	5057	382	2336	552		10	1263	130	1066	2048	12	425	190	17	1572	4913	487	30	403	2	368	381			956	725		1051		8	426	143		91232	43	90	12		1585	148675		261	62	1142	2883			1444	11	4260		50	1	148	1130	3466	47970	36834			781	1015		29374	14265	3724							21	10	46	1574	2489	19	728	205		4523	852		872	890		50361	697	375	453	276		4927	2331	2014	69	3663	3513		2561				4414	44034	14			268	3355		27878	233	12618		87	1669		439	1299			59	133	143
FRA	7918382	4842	6810	1455276	1	998	21653	10	62	13168	19411	11	8492	12775	4182	45	163	5080	78	3458	155856	9	20765	116	88	3201	14178	41	58392		49	17929	8891	1898	22675	64433	82676	26180	94		17006	7545		14649	111938	524	17	27699	37264	70669	3	765	91484	10270	4862		1047	9263	62	78043	6591	6684	6553	3551	4207	31469	1133	396	648	924	8824	3		159	3894				20120	1939	7714	237647	6811	71	13111	13				3045	30728	3118	4802	75616		596	10734	390	48888	5031	23180	6225	9997	13	9355	373919	526	21744	1467	2627	1778	9	746	733	43356	2839	47973	49	798	2391	28	2662	13109	122471	108	2581	6	76855	498			18073	45100		12796	3	25376	1451	1427	6	942409	1312	480	175		1347	44592		1991	658	5597	5866			4140	110	24188		519	27	1050	11883	15485	113569	725430	52	150	21058	6672		91338	65094	6300	1	3	4831		29	18	223	227	2531	119898	86158	607	1323	2322		4529	2637	3	1915	5269		309660	48687	1010	3263	24802	21	10234	96906	17046	248	4565	18463	12	24171		97	418	395285	302547	214	8	1	590	16153	797	188533	655	54833	1	2477	1121	752	6446	127993		17	495	351	713
DEU	10220418	83992	15209	19617						15626	10629		11710	217137	16168			6386		21522	29459		1805			4520	168458		53860			88792	1302	590		2271	16772	16602				267		13438	86291			18643		3543		1594	3402	176585	12246		1561	458182	2521	7356	21894			9349	7153	19683	1122		12337	9883	17541				13732	122911			440	3725	19290		25409		181290					1764	3566			1333		1214	145629	1519	57568	16555	115936	96977	9587		12560	349395	1923	27886	10674	857180	12673			70534	3030	25889	67045		1660	3768	258	42010	17652	1342		5175		1222	633						15399				21		96565		1918			3307	117420		2732	1281	795	22442			7450		42295		618		4289	15652	47417	1627067	83003			24582	19553		497518	910843	1040									3157	3513	89923		2744	2405		36126	33498		6203	15483		84770	39380					16851	71058	44761	24433		64068		12013			773	34842	1395973	5583			2185	220141		87123		115973		2875	35633		7671	95221			2438	848	
LIE	23799									26				3868							41						312		170			12													77			36						126				58			16			69						2					6	126						1810			47												67	2	26				17			880									35								4												25				3								76								6								39	58	425						31	51												148					35	114			30		273						26	12862			87	84						22	623					37		70		131											
LUX	260573		314	104						40			80	1013				33		43	20730						2535		312			919			1692		63	248						61	1103			26						433	22		66	950		101	2655		122	37		26				551					1364	37876						14857			1909												1137	344	203		243		1703		42	21588		294								512	37					627				26			284				55		28				8945		257					33	4672		22						182							103	199	3297	99129			50			1820	409	26										33	6199					742	505			47		4185						2157	557			361	181						142	210					182		6854		1147					26	117					
MCO	21042																																																																											6371																														4424																																																																																																																															
NLD	1996318	33852	1192	3975			5321	23	32	3170	850	3994	10366	6671	728	56	121	1335	82	284	54038		288	35	327	881	813	235	16089		615	18714	375	2334	11997	738	1923	9776	4380		56	85		3328	62708			14375		996		738	1268	267	1313	61301	563	681	97	5122	3514	96	75	8688	2182	12893	377	47	2150	937	9451			69	2896	24712			96	672	296	123273	14212	33	13959		47			756	2619	247	2356	1411		466	12801	407	22713	132159	29405	41384	5161		5086	24402	930	5835	923	228	2971		1143	71	210	3202	3475	134	1937	908		4433	1139	174	293	3630		179	348			320	361		3801		78	482			172291	655	1104	268		1639			3814	478	270	7079			2738	596	12127		318	132	201	3907	12381	98435	16750		101	7092	173		14757	56841	1157		77	56		67	26		157	1850	1012	26711	84	4263	3547	21893	505	152		27115	13470		24734	10461		4422	196783	83	4447	6889	9714	53	161	13990		1180			534	4568	204551				1508	1208	742	49549	1454	28285		658	443		3878	13600			486	994	1453
CHE	2416394	4613	2008	9600		54	6716		113	8863	741		7872	65090	578	130	307	2114	85	1195	16243	63	566		72	3417	57542	74	47482		56	5955	645	582	2129	2599	7256	12369			204	305		7751	18405			11949	30	1231		935	3019	21766	3258		378	14233	500	6870	6006	101	365	10754	5053	6437	742	43	8893	589	5211			70	5567	152058			279	723	691	362506	2774		9252		47			1020	1231	343	136	1848		560	17521	413	19081	3654	9360	7539	3648		3834	264786	801	7596	687	2402	3412		470	500	1043	1676	6181	85	441	1099	2491	1262	2414	1770	109	2385	65	448	297			130	2916		6605		266	693	2796		17494	1266	253	331		953	31367		1888	609	199	3503			2445	88	4451		455	260	1020	9741	13416	26401	205887		70	3624	1195		14849	19234	1088			59					57	994	2343	168629	236	340	1866		12470	3916		4936	7636		62870	42139	184	1121	108	105	10201		3694	164	58804	19990		1866			340	11153	84488	96			794	7367	435	48058	888	38347		1706	741		3989	12051			463	366	1074
LATIN AMERICA AND THE CARIBBEAN	9272027	334	340	1164		69	8235	1612	7865	290079	851	5326	4991	7725	9	1317	70	210	5153	329	8736	6375	35	150	17	518238	133	19	232522	4052	171	1858	43	30	1583	182	307	45892	4447	127	223	21	125	289798	118956	4564	9	1342129	2	165	10	30432	445	2905	78031	8469	80	3993	1164	279	2409		21574	118687	92403	4929	70839	68	30	426	262	2	57	10	1464	177602	4273	5	42	35	163	79742	268	23	4825	508	10873	9874	10	99408	84	1133	62418	420829	2	66540	5175	614	14862	1941	2020	922	1910	2	8493	288458	34355	77844	2268	75	239	102	134	10	1096	534	27872	12	48	375	106	1502	234	65	20	432	14	98	101		12941	3	5	2	67032	6	170	18	300	3052	2533	1819	135	65	7	82	33078	5	1147	340120	56	2709	6	7	2162	31	1192	29	22521	6	734769	492214	8321	17698	228592	18853	30	36306	488	1169	6782	13788	23	755	11794	13516	113	15651		59	82	2531	482	1548	35	11	315	1919	600	1300	1	56	23430		318812	99	1764	61	40143	18	4456	15440	21039	11	2006	1124	59	32		276	16635	174	2069	30	1591	4	104	8507	86	61773	137	1288696	3076	179132	42	227	122189	491	14	5	30	17	188
Caribbean	1385784		103	302			92	1554	7673	3518		4479	370	646		1138	21		4750		982	407		134	8	281	5	14	1077	4052		220		3	3	121	23	12121	3402	27	135	3	14	2313	6835	154		25186			8	1831			23828	8176		201			58		20632	89989	1533	76	1318			16	94				36	106593	3330					5688	103		154	82	10435	7846		1215			33930	397452		2703	86		6093	319	40	27	302		117	7549	32026	1146	90	11	54						1232									35			25		10235				5352					3046	34						18489		92	1377	27	799			69		196		2033		25	4488	4366	171	1755	14171		679	12	811	209	2435		97	11744	11802	64	15099				18		73				1848					204		16271	39	19		4362	12	103	2430	764		26	68					12409		62		1586		12	671		20090	14	246756	3067	793			21074	64	12			9	33
AIA	5470																																					57																										653																													382														464																																	285																																			903																																													418		454	406										
ATG	28083							39				5	7			2			302			14		14						98								434	11						134										20	19							4745	1784		10					90					41	5					83	31				192	76					6472	33		7			79							72	3990	20									55														5				5					1138							16		12			40														53									476	676		918										23					45		12				45				244								720				6					994		2626	711				39						
ABW	36114																																						297						1127			9762								2455							107	4327																							258						289	1632					330								746																																								4585			107												1134	1004		164													113										701											1337														10									612					3399						
BHS	59306								14	111			83	40					238		30	44		39				14	121	3		21						1567		23				35	172	26		193				54			401						16		75	291	43	31	73			16						143						289	48		91		33			35			1335	27591		43			598	33			59			158	7503	35			21																								134												54		24	10		160			12				52			314	1117	20	16						102	56			34	78		40															104		111	39				12	29	307									390				1545		12	18		1993		9664		17			30						15
BRB	34475								194				24			49						22		28														689							43										58								337																								389						6594	33					463								994																																																																				109	2177		3114																					47												1490									2509		1034											
VGB	19132								757				23			25			183																			235																									1230	1709												23						58											2266						39								1901										23																							210																										525									1360	516		2205																																	403									800		1722											
ANT	13002							28	25	3		755				21			64											63								87							17	17		588							45	4115							22	1362												31												27					164	100					9	44						17	394	29									64														27																2114		3						2										47	10									26			13										514							17				416												6									55		588					480						
CYM	23726									11			170	46		168			166		11	319		31					65									1315					14					380				118			686	11					17			60											9	35						124					15						304	17		1661			528		9		210		11	83	9351	19			33															17									37												35		52	359	27	9					100		124			14	1708			44										9		29															35		27							74				50					285									1944	14	2607					33					9	17
CUB	13336		103	44			92			157																54						125						57						166	277			149										171						113	57											139						318				82	76			64				872			65									208	276										52																		375															252									77			80		89		115					64	1897																							4522																							577		47		500					182						
CUW	37611							42	54	21		1708				81			191		91									99								90	2334						489	111		4797							233								107	5715																		124					2	94					458	1968					637	182						23	1300	130									252														31				13												9504															105			919	15									181			291										499							20				1871												96									24		330	28				1787						
DMA	6720							19	442			47	7			12			167											85								184							38										12																					80	23					30						38					190	1395					28								129										34														143									162							10					50														16									63	281		125																					19				16								306									633		623					30						
DOM	415564							34	179	1071		160	40	208		39	21				256			16	8	171	5		645	75		74		3	3	121	23	1216			135	3		633	1484			3606			8	307			3841			30			25		15		582		267								27	2043						1661			63			56		429			23	329281		424	21		95		31	27	33		61	3795	133	345		11							150									18			25		33				1498						34						593			292		25			55		79		757		25	1428	51	44	107	6083		565	12		43	482		97	137		64					18		73									11		7062		19		27		74	1045	25		26						23		31		35			76		482		25814	82	183			5417		12				
GRD	7057								38							30			178											14								227																									74																														341														115																																	10																																			15	163		377																																	2196												704				341						
GLP	98507			156																	463								63									496																									4373	947												55739	1191					314											188	15284					200							361											254														9446																801																		467					397						413																							37			223	296																	417		496											
HTI	39529									964				352																								1302						690	721			1715				568			2492									4984												921						1856																								2541		459																											634																											727				3201																													2684							781																				3328		593			5198						
JAM	23167								153							662			533			7																1313														99			1791								137				132																				205			302						160			1127																																																			123									74																96	328		224																																	2299									4739		6193											
MTQ	61731			102																	131								76																156																		422	138												47092	1807											5460						1768												83																																																																414						2030																											155																	153													
MSR	1351								116																													37																									280	24																													243																																																																																		119			29																																	44									105		121											
PRI	280494									1180																56			95									119						789	1088			3788				685			13321								1190	57891	851	35	846									143						504								381			50	160		408			49						45	192	43	83	90								18																		2647												27			234									921			686	140	18	35			114																											1816											18					174		21							173		165147	433				2302	64					
KNA	7443								404							24			96											243																																	200																								57						777														141																																	430																																				102		168																																	266												613										
LCA	12771							37	118			17	16			13			778			1		6					12	4								256		4					49										24								229	48							4					74	304					74	24				159	44		4			1974						118							16	187	26									9														475				9					31							20		1			13					17		28							16									44			435															9						42				28								780									972		663	20				63						1
VCT	4577								58										347																			163	199																	151							86																								433						243														125																																																																				39	237												111																							964									795		338											
SXM	27295							383	534			1286							73											904								38	165						174			208							828	1425							1495	3546												89												2051					1807	2746					834	60							2364										321														75																730																			26									1042	487		70																					521												208									53		312	70				41						
TTO	49883																		1066																			1777							866										76																											253					8026						9830						959								1497																																													502											346													880		6430																																										2368		5798					1732						
TCA	22719															12																						462																										1756																														13928																																																																																																																														416		925											
VIR	56721							972	4587			501							368											2464									396																								5508	4641																							590							644													373																																	780																										4067									7100	3425		518																																	1759											16861											
Central America	2043212	65	4	221			78		119	23977	139	32	1035	782	3	96	1	123	83	5	1526	5029	1	11	4	3938			9585			449				3	56	19398		98	5		111	11719	32482	3645	1	99704		8		23899	37	176	28575	31	3	446	136	147	511		63	11570	7542	357	66771			3	82			1	250	14509	32		1		70	14180	1	4	606	406	35		5	95879			76	2042		61853	642	1	6119	382	598	59	526		2713	9486	1634	4023	251	5	95				4	45	1658			49	4	135	15	3		105	1				4				33071		1	15		4	403	4	110			8	3222		210	334667		297			395	3	317		14734		1077	18229	2514	1667	980	2752	3	11074	4		827	3394	1		1	1	47	1				199	233	107			98		201	69		39	368		35613	1	451	1	20	1	907	2847	543		26	311					179	4	412				9	1187		6785	4	931722	7	4341	1		28009	186			30		1
BLZ	54674																																					818							1930	71																					9097															67								23231				53		8896			369								489										53																		3472																	44																																																																				403		4036											
CRI	411697	4	4	12			3			1468	7	32	67	128	3	12	1	3	11	5	292	139	1	11	4	369			544			71				3	9	1408		8	5		111	1739	291	3285	1	21270		8			3	24	5756		3		36	3	63		5	1098	1272	11	13900			3	1			1	22	873	12		1		12	1866	1	4	33	8	8		5	2660			28	71		3924	74	1	54	17	100	15	29		170	2132	217	283	11	5	8				4	1	88			11	4	9	15	3		4	1				4				3100		1	15		4	4	4	12			8	586		17	292232		3			76	3	9		11424		83	3783	139	302	78	356	3	253	4		99	599	1		1	1	1	1				13	1				8		22			1	57		2163	1		1	20	1	137	672	11		26	7					34	4	8				9	155		519	4	12673	7	313	1		1381	1					1
SLV	42045									216			27	11				6	40		52	339				53			242									245						229	259	8		577				876			128									72	123											214						227								8885						11676			11		18		11		43	282	10	54																											1714												33			7823									451		11	234	19		13	62		128				18																							534		46				35	59																		90		5397		75			242						
GTM	78352									554			70									916				136			240									397						301	657			1156				1162			660									109	167	32	19198									258	20					640				398								14		8387				40	18				131	368		147									25																		17540												140			8561							26		300		59	457	67		29	101		1786														32													1320		46				47	154	78										25							223		8643		140			283						
HND	38317									191											25	365				147			237									349		90				309	596			868				861			612				62					135	461		8853									144						292								4607				43											90	260	27	139	40																										1567												91			7767									398		35	384				129		68				25																							525		154				31	61																		102		6799		66			102						
MEX	1193155			96			75			18728	132		592	497				72			842	3160				2715			6198			244					47	14121						7202	9945			20135				2468	34	50	17653			408	38	97	249			1992	2736	241	10054								182	11903						9723			248					53128				1296		15027	509		1180	190	376	44	370		1165	4936	174	2988	55		87					44	966					80				73															320						1623		143	5369		189			242		198		1756		767	8853	688	1169	606	1325		8376			546	1563										104	44	80			44		143	69			265		26909		38				412	1450	189			160					26		267					452		3360		876528		2947			15959	126					
NIC	40262	61		113					119	270				38		84					44	24				64			122			61						252						126	139			447				10772			941					47	52			69	111		2444				81					148						300								1762				23		12439			24				24			190	20	40	26																										846												267					24							405			228				58		61				194											188									38			460						33	84																78		71		3606		38			159				30		
PAN	184710									2550			279	108				42	32		271	86				454			2002			73						1808						1813	18665	281		55251				7760		102	2825	31		38			147		58	8095	2672	73	3225								46	969					58	1065			325		27			1606			48	542		1504	59		4481	135	86		92		1114	1318	697	372	119								526			38		46				28									4832						79		98				482		50	12915		37			77		84				122	4290	1601	196	254	721		402			182	995					46					50		27			46		36				46		3702		167				212	367	265			144					119		112					502		2017		14040		762			9883	59					
South America	5843031	269	233	641		69	8065	58	73	262584	712	815	3586	6297	6	83	48	87	320	324	6228	939	34	5	5	514019	128	5	221860		171	1189	43	27	1580	58	228	14373	1045	2	83	18		275766	79639	765	8	1217239	2	157	2	4702	408	2729	25628	262	77	3346	1028	132	1840		879	17128	83328	4496	2750	68	30	407	86	2	57	9	1178	56500	911	5	41	35	93	59874	164	19	4065	20	403	2028	5	2314	84	1133	28412	21335	2	1984	4447	613	2650	1240	1382	836	1082	2	5663	271423	695	72675	1927	59	90	102	134	10	1092	489	24982	12	48	326	102	1367	219	62	20	292	13	98	76		2702	3	5	2	28609	6	169	3	300	2	2096	1815	25	65	7	74	11367	5	845	4076	29	1613	6	7	1698	28	679	29	5754	6	733667	469497	1441	15860	225857	1930	27	24553	472	358	5746	7959	22	658	49	1713	2	551		59	82	2314	249	1368	35	11	217	71	399	1231	1	17	22858		266928	59	1294	60	35761	5	3446	10163	19732	11	1954	745	59	32		276	4047	170	1595	30	5	4	83	6649	86	34898	119	110218	2	173998	41	227	73106	241	2	5		8	154
ARG	2086302	9	66	104		1	9				561	1	275	1022			12		7	304	537	6				419048			48792		1	295	11		24	20		530						213119	14397	4		8640		42		123	1	986	1106		47	1793	14		245		4	684	955	238	73			49	32			1	70	8160						9242		14	1017	15	11			96	1			41		66	816	8	97	21	137	37	64		557	152338	11	4453	73		2				283	124	791			51	78	392	96	7		2			2						1450	4	10				212	11	9	2			387		11	91	1	43			58		5		161		679044	195320	58	7315	4961	75		8154	456		1078	1884								16		80					2			810		2	126		98050	2		8	5		204	794	1125		1489	60					34	45	635			4	1	4408		943	1	5135		132749		8	1240	5				1	2
BOL	142989	1	1	3			6			42691	5	2	228	159	1			28		5	377	905	1				10		25688			24			128		12	1380	20		65			4730	1127	2		2964		7		146	3	38	1770	167	2	52	10	3	107		3	116	1002	21	127			6	2				40	1237	1				2	2022	14		26					142	9		5	15		231	27	2	107	10	62	10	77	2	182	1427	7	1660	16	23	14		5	5			37		2	3		9	6	5	7	8		1	5			1			9522			1	2		24	3				6	382		64	111		13	1		97		23		109	1	4285	11282	47	218	175	38	1	505	8		72	328	1									13	8	21		2	1	48	20	9	1	3	17		12181	2	13	2			293	659	2	1	12	9		1			5	1	37					114		903	5	4896		509	5		773	12				2	3
BRA	716568	69		219		12	7694			34699	63		703	2791		18	31	54	33	10	2022	6	31			46336	82				170	284	30	25	1426	33	166	1894			13			18422	23156			8179		95		461	396	683	2479			533	172	116	589		25	372	2065	3720	272	66		217	12				617	11411	844		36		76	19389	73		1839		31			348	69	1128	2264	65		151	1821	576	1052	869	638	609	205		2401	44366	165	58564	1258	29	54	102	24		6	169	14726		41	114	19	754	64	42	11	145	11	7	33						3198		151		26		606	1702	14	58		60	3968		326	438	16	1335			685	23	307	24	621		46857	17931	426	4157	164705			10239			2036	1656	16		36	173		35		41	70	391	222	517	35	7	137		253	211			1894		36691	48		45	325		757	3563	2461	8	46	549	59	11			224	95	432	25			77	875	39	5905	105	21068		28708	31		3425	152					122
CHL	469436	15	25	44		8	56	15	13	70415	12	5	998	536	5	2	5	5	5	5	843	2	2	5	5	37554	12	5	18243			94	2	2	2	5	5	1847		2	5	18			9439	53	8	23471	2	13	2	467	8	381	3049		13	146	5	13	233		30	278	23471	82	233	2	2	44	5	2	5	8	133	3169	2	5	5	2	2	12169	7	5	196	5	5	7	5	227	5	5	15	44	2	240	330	12	552	87	82	25	128		539	3780	23	815	84	7	20		8	5	2	36	204	12	5	23	5	18	15	8	2	25	2	90	15		5	2	5	2	1739	2	8	2		2	87	46	2	5	7	8	656	5	141	240	12	20	5	7	342	5	163	5	516	5	1226	178385	202	444	251	184	26	1070	8	5	360	590	5	335	13	62	2	5		2	12	18	5			2	59		53	39		12	20457		8834	7	703	5	5	5	1257	1035	306	2	406	36		20		276	12	15	258	5	5		5	163	5	18161	8	8058	2	2288	5	2	4134	12	2	5		5	12
COL	139134	120	51	26		48	55	43	41	3343		321	229	218							454					855			2441			88						1028						2114	2128	36						1103		59	1902	95		41	209		95		51	401	14872	146	400			22					49	2154						2467			122					480			20	120		368	146		150	87	123	23	136		489	2934	62	754	186				26			20	1225					47	23												2982						73						368		53	598		48			86		43		2159		226	5271	100	266	119	577		286			231	703										73						23		30			55		6928						190	709	142								39		49					236	42	1293		19690		454		217	48714						
ECU	387513	55	71	48			42			5399	37		373	546		48					855					1528			2654			194					45	2341						11341	2928	97		194733				938		81	2994			315	485		183			353		84	522						52		126	2264				33		4405	37		71					430				96		469	216		228	64	192	34	199		520	3845	37	734	71								443									34									2258						48						829		112	392		49			235		52		964		242	13705	125	312	366	500		810			302	1495										88							49				122		7473		97				349	1962	64		1						45							401		2158		26802		958			8901	48					
FLK	1571									26			42																															198																																																																																																									26																									323																																														872		19											
GUF	106108			83																	130								19481																1246																		723													20934												2021					3675	19005												118									801																2654																															506								353						1253																							30785																																		
GUY	15384								19							15			268										2135									400							1149																		43																								193																				295																																																																					219		368																					4595												880									574		1255					2099						
PRY	156462									57056																1009			73715									2281						2109	780																															614						1659																								876		1983																											1605																													872				2547																											883																									174		1576		2925									
PER	91481			19			15			11354			590	197							615					5722			4859			68						1223						7182	4086			5937				337		91	905			90	87		243			181	3990	20	108			17					71	2309	34					2926			59					163				49		165	64	15	206	43	58	19	211		507	3345		3353	39								70						15			44			21						1491						38						678		94	161					105		72		344		545		322	198	129	137		665			183	629						22				33								29			116		5075						282	780				21							52					241		1658		9853		612			3237						
SUR	46836																												5456																5338																																																13284																																																						3409																																																																																						
URY	78799									27657																			12370									313						1288																																471						1384																								7326																													533																										1028	90		1167	560						610																								16231																									454		624					583						
VEN	1404448		19	95			188			9944	34	486	148	828					7		395	20				1967	24		6026			142						1136	1025					15263	13865	573		973315				1127		410	11423		15	376	46		145			14743	36973	185	1015		28	52	35				72	3777	30				13	4211	33		735		163			428			9149	1900		294	1027		258	59	90	79	62		468	51068	95	359	200				71			140	7486			135		147				34					43				3831				272		1008	53					690		18	2045		105			90		14		880		214	47007	161	911	54591	419		277			874	674				6		121				1618	14	830			18		24	103			71		74582		481		46		114	661	15632			70					2808	14	132					211		1803		11242		4795				12					15
NORTHERN AMERICA	55766224	116358	102700	75819			16265	83	32848	210902	93639	6875	106314	67838	24189	36467	2231	262677	72978	69276	57221	53469	3588	11185	2471	87548	161545	397	381353	106	4411	89767	1129	6961	38757	199403	55963	867304		268	262	838		129799	3029970	466763	18192	797364	195	1850		96709	33667	132297	1225821		23673	95045	380	44967	51202	1487	34239	1044410	470468	235031	1396772	61	43264	15130	238355	279		71750	31690	279428	78	128	928	22599	27682	795274	177293	318	218904		45497	480		961279	23607	95	383321	741198		584951	118598	6269	2813510	114652	524736	258609	165884		163221	646394	889937	386058	82270	37980	146625		42784	7772	219570	30811	215566	100	83778	14476		43532	3011	3729	682	93519		1604	16280	6845	547	542	14717		12353817	7680	167	1157	1705	7086	133173	1258	137044	760		109965	198537	95	43782	277054	698	304176			32473	1548	511559		113250	458	38205	493288	2518234	629018	346144	1843035	1845	1264976	55469	296	261751	492392	5502		20526	27059	318	36947	17938			98783	45869	80139	1012	42389	46709		14700	18492		113452	141829		116615	198146	46529	58546	15055	313	57320	62456	105528	5759	37428	270245		2672		18814	318973	127397	389491	2671	155		56662	438444	27880	1328844	69615	298273	50	56965	63645		242884	1548487			45365	27270	62947
BMU	19126												69	32							23																	2302							350										30						36			21												145						249	125		106								102	1680					529				102		75	73	609	674																		37																										188					37						411	33	1622						26																						262		130							125									68		144		83					4061		3527											
