Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
Northern Europe	7194824	14447	1851	10384		18	4084	384	2138	7793	3962	446	94578	27948	6399	1030	2486	129103	21284	161609	22038	1191	193	31943	77	3144	79641	2121	19007	189	1560	8823	111	1349	667	1012	2309	75811		604	187	145	15542	34578	101283	75268	25	19816	52	2763	1	644	2206	10146	2305		75840	12732	472	5949	78031	204	3749	728	3157	26847	2641	40	6589	19442	18917	9700	628	1981	200419	87798	3	59	82	6051	5055	317301	45844	9299	36170	10889	5418	4		1305	352	316	20199	290	1	570	30370	11617	444407	6403	101942	80794	565109	8238	15365	108073	139493	36574	4713	19542	119568	98	4748	2665	697	25018	39548	255	1609	8391	34	36140	1373	894	11237	47700	119	163	29921	1	4	59	24924		4680		162	656	2380	5070	22331	2187	10172	838	2	3684	47554	82	50067	671	154	71321			67023	1162	292038	1	530	617	516	7496	46183	157232	34572	4	645	28334	5318	10	23170	766282	1566	1892	3577	4568		3901	180	1	48	7586	754	9855	2895	11891	37186		5873	1515	173	47513	106107	1	56575	70187	1012	7109	203	538	84347	19792	18096	1881	4620	28603	1302	692		104	19367	6473	100775	1750	71		54346	119652	3600	252340	32026	200919	85	3038	6071	72	3148	51164		1	7176	19395	35295
Channel Islands	60519																																																																											824																											1629																																																														3318																																																							53511													
DNK	303108	1648	45	717		1	77			899	430	3	1310	1400	90	7	81	320	21	135	980	5	24	5	8	105	17628	48	1154		4	445	12	132	12	90	84	2519			2	2		1198	2441	492	3	1424	17	58	1	68	191	542	102		131	203	211	120		15	7	56	269	1076	38		79	234	820	8533		17	3503	3345	3	3	5	360	78	25297	678		916	10581	5	4		78	38	20	86	90		52	1426	4471	3498	528	9753	7703	1024		1251	2768	103	1129	773	41	803	3	529	2	21	341	10077	36	78	121	11	479	145	18	43	351	3	16	53	1	4	15	97		350		6	10	1933		3943	94	54	24		78	3612		427	79	6	389			14633	7	8498		31	6	41	396	2951	9520	561	3	18	7400	63	3	1435	2544	70			2		8	8	1		120	58	5796	18	164	308		113	60	2	6085	794		2136	6510	27	140	23	39	17707	1655	921	7	1237	3777		66		6	126	567	24783	4			605	650	124	11553	616	7504		184	40	4	289	6865			107	259	209
EST	315755										655				1824					19313																		45							92																39														1010	65					1884	716															56		39											5712				843		5196						2639																43																										366					1207			236214																													139			604										684				33755		48		141			1848								
FRO	2900																												6			1						6										39						1							2071																					17	1			92												183	24	1											2																																												98								15	20				53			1	1																					2								39					10						2								92		22											
FIN	99729	144	17	305		1	49		1	120	10	1	502	258	4	2	3	231	6	16	144	1	1			34	100	2	203			348	1	4	3	73	15	977			1	2		175	1106			242	2	12		16	28	52	74		53	272	2	144	577	1	1	22	35	276	11		5	3285	394			6		727			1	96	5	2800	161		357		1			21	7	2	8	1	1	10	644	90	768	74	1160	1453	128		371	655	25	455	88	22	139		39	1	3	117	196		19	45		68	23	2	2	165	1	3	13				18		98		2	7			642	12	29	38		49	515		54	23	9	170			853	2	237		11	2	7	125	484	1007	106		4	82	7		375	33877	13		1	1		2	1			93	25		1	29	41		7	2		1772	145		579	232			2	5	24814	476	105	2	10	960		8		1	10	208	1133	2			16	92	22	2018	116	2494		39	6		41	2035			12	52	15
ISL	12738	1	15	17			15			9	2		61	62	3	1	1		1	1	56	1		2		9	14		20			46			28	2	2	170						34	118			42				5	1	9	11		2	64		2	2175		1	4	10	12	1	1	1	11	22	273			97	196				4	3	922	15		8	38				21	5		10	1		11	49		105	67	16	9	68		20	73	7	31	6	1	17		1	1		10	17					16	64	1	1	7			1				5		24		1	8			53	6		15		12	133		62	2		18			760		10		2	1	2	30	405	878	71	1	2	29	1		34	273	1									2	5	463		8	9		2	10		1	64		130	93					1280	63	11	50	9	322		1		1	2	9	27				5	17	1	684	10	1190		5	2		9	148				3	6
IRL	226892	79	158	313		1	255	1	2	175	28	4	1882	175	27	14	44	557	11	325	507	2	18	30	4	10	342	42	1341	1	9	494	5	25	2	5	185	1313		13	4	5		75	3056	468				578		5	71	269	44		70	1437	70	27	359	1	1	5	21	284	14		20	674	82	2	2	8	266	3104		1	3	30	136	4291	268	20	160	1	8			66	27	1	16	3		6	906	20	2655	67	237	241			116	1977	64	282	60	138	257		107	17	18	3814	71	20	57	233	1	6758	36	6	40	929	2	16	81			4	206		162		4	169		1	145	21	35	20		73	1728	4	680	9	69	4542			162	26	1594		9	7	14	67	2741	17186	432		18	102	616		2334	1244	42	4	1	4		2	7			229	12		5	105	115		2234	38	1	282	2196		1765	127	36	314	6	11	515	294	61	11	349	285	2	61		1	60	53	260	3	1		80	925	107	124169	67	12608		30	49	1	67	338		1	16	181	653
IMN	36886												140																									119					195																																																												1700																																														55																																												345																											32475		210											
LVA	538093	22	6	9			1	6		14	1312	1	69	77	2254			4	2	69060	21						2		12			220		1	1		1	64			1			1	175			3		1			1	6	45		2	112	109		93					8				2872					684	77					1368	3084			169												289	6	54	2	22	4	21		32	36		6	5	4627			1	913			42			2		22699	1	1	1	10		2	2						9			133			4					1	29		8	1		6			37		25	1			1	5	1	16038	1			13	2027		1815	354000	1											8		2	2		19	3			2	1	17	21		1			167	17	7	434		1		1					18	475			1	49867	1	167		323		4	1614		9	5			1		1
LTU	273587	45								93	870		25	53	1711					71602	34								84			37						74							175												4	74			112					4				1414					83	241					1144	2049			12												147	8			27		21		34	45		15		8354				774		10638	133																					88									37					5			49		40							4890	4				1081		40	121622																	18						935						308	26		659									45	479				25598	19	315		1310		25	2077			74					
NOR	233302	351	81	558			41			491	15		878	936	3	8	12	492	14	36	818		3		8	171	9401	36	895		20	566	10	3	167	155	149	2121				9		5249	2878	854	22	2584		172		157	92	102	49		91	185	23	27	21161	3		128	272	310	81		44	159	2227	742		17	4533	2459				676	11	9318	1104		495	155				234	27	10	69	10		63	1328	2601	4621	463	7055	2376	474		506	1157	54	867	74	6	618		94		64	130	997		71	54	6	75	67	365	3	230		14	35			7	148		262						3044	32	47	20		71	3552		305	57	5	370				13	11567		21		55	417	4686	5157	630			5355	4		577	820	33									69	44			153	314		18	10		3293	641		1403	6122		138	9		23219	1237	420		26	2238		39			223	447	5974				325	77	34	13692	350	15407		145	4		133	10594			22	140	90
SWE	936022	3997	348	1567			403			2270	317		2088	5614	176	14	50	2738	94	418	1119		20		9	2190	48046	45	3259			3271	31	77	274	302	100	2126			10	26		25029	8212	523		6822		149		193	293	4875	1388		422	299	52	931	35611	53	42	228	885	1944	2174	10	2847	9560	11103			33	182250	5223			3	2332	123	35578	914		10118		37			613	104	72	98	99		195	13173	3291	10359	1514	47650	46038	1033		1414	5909	181	2128	995	161	1181		754	42	337	2149	18685	19	520	348		731	111	68	37	896	6	47	81			18	124		1006		13	36			4188	182	116	44		143	4226		593	376	11	653			39596	6	2890		187	21	121	4225	5091	37413	2344		21	8550	69		10980	6082	105			27			15			779	214		43	202	474		226	636		12198	947		4736	5458	949	662	19	14		2227	13205	60	2202	9653		216		18	218	2543	29740	52			2231	1360	327	13616	788	13439		2076	144		418	10162			161	228	236
GBR	4155293	8160	1181	6898		15	3243	377	2135	3722	323	437	87623	19373	307	984	2295	124761	21135	703	18359	1182	127	31906	48	625	4108	1948	12033	188	1527	3395	52	1107	180	385	1773	66277		591	169	101	15347	2817	83030	72931		8660	33	1793		200	1529	4290	592		75065	10086	5	4698	15833	131	3697	285	1665	22933	322	29	3593	1233	4269	150	626	1900	7993	71537		55	70	2553	303	233229	42703	9279	23935	22	5367			272	144	211	19912	86		233	12352	947	422284	3687	36022	22970	559011	8238	11621	95453	139059	31661	2712	480	116551	95	3223	72	254	2623	9330	180	864	7588	16	2675	926	433	11110	45112	107	65	29655			15	24326		2769		136	162	447	5069	10312	1840	9891	677	2	3257	33722	78	47883	124	54	65168			10835	1108	267177		269	580	275	2231	29809	64757	27105		582	6750	243	7	5579	9605	1301	1888	3575	4534		3889	149		48	6294	396	3588	2828	11228	35923		3236	756	170	23882	100971		44874	51624		5854	144	469	16159	13797	3366	54	787	11357	1300	300		77	18728	2644	38795	51	70		51083	7311	2965		30079	146271	85	530	287	67	2182	20943			6857	18532	34085
Southern Europe	5985675	747	448827	24147	8	2635	156829	11	19	78421	11416	66	35483	30158	388	47	23	21050	26	1826	39880	18	727	4	28	3530	864373	9	82215	10	6	32805	2812	425	44174	184	2889	33543		12	146	103	3	22001	61441	97	1816	34639	7	3775	5	1105	7247	320728	35341		34138	8554	324	4014	10052	28	831	35301	23167	67510	4494	7574	4237	516	14276	2		26	6627	260798	3	16	185	3986	53664	274665	31054	12	60243	8	99	20	2	1619	3718	14697	47	278	26	1881	8455	423	39049	1705	18330	8555	7055	15	6907	49569	221	13283	6802	14200	1440	16	289	208	165	566	12194	5	1024	6198	110	749	4126	828	154	362	12	1023	1032	6		1392	10143		16373	30	319	57	80128	2	396341	73989	140	43	1	211	38643		1093	1532	180	23064		9	5521	45	27877	14	2054	14	1482	55796	95018	63688	54178	19	18	3933	13277	5	105337	70302	563	19	12	12	26	105	44	2104	8871	752	52234	114049	563	1216	269		9039	41903	15	9195	14057		66670	32132	674	1757	37	117	18527	86206	10663	62	123957	2971	1441	836	2	11	93	74567	80336	20032		68	360	24487	106	162934	938	105722	14	14577	4001	6	66950	2227	451	103	185	368	1270
ALB	71354																																					1244																																															43331																					12200																																																																																																			732								2690									3255											
AND	40525									118			39								241																							63																	111															4216						351																								130																																			383						209																222		5364																														26972						52	69																		975		95		78									
BIH	69476													292																																								27272																						238						812															237									189																																	4701																																524	228												21815					5736	3080															3126																												
HRV	674085		83							166			764	1440							205						506365		119			138						468						110														428			38									3					13	651						6825			68												1393						5			1941										11						9	7												8												250		72						16							50		660	13						166																		279	26764					31						276	622			11990															186		1068					13						
GIB	8381																																																																																																																																												1564																																																						2235																									3316													
GRC	857850	472	230218	258	8	5	19	11	13	628	10438	66	19792	2854	277	21	15	6129	7	573	4916	3	7	4	4	13	422	3	1763	10		22834	6	90	33	9	308	13411		12	66	21	3	582	441	40		410		435	5	26	116	407	199		33684	2970	274	928	1314	13	401	192	48	22258	26	1	117	102	2929	2		10	1175	8518	3	16	31	51	53103	63007	514	12		8	4	20	2	37	17	5	13	87	5	47	1228	35	6117	225	1946	6698	762	15	1032	9328	68	863	1630	13744	419		87	141	6	65	3958	2	28	848	9	228	121	101		55	6	16	162	1		4	48		366		16	10		2	772	52	31	7		21	4247		530	35	54	1705		9	701	3	8295	10	210	2	63	187	8569	22454	506	19	9	108	7674	5	16015	49780	148	19	6		26	102	4	9	3	490	63	2508	37	344	67		548	105	12	55	3596		1760	1069	387	1262	2	9	4336	3115	6220	40	2519	321	3	12	2		9	407	54741	19982		48	99	8282	47	23503	330	32841	14	87	3199	4	716	465	451	103	47	213	253
VAT	780																																																																																																																																																																																																																																								
ITA	1774953	236	159671	10991		11	1024		6	25795	152		6643	13068	52	17	2	14361	13	884	11695	10	656		24	1018	15437	6	27162		3	5423	2624	327	5918	167	1861	8234			35	71		6919	53519			12313	7	1898		301	6833	17882	6552		119	3306	21	1118	3670	12	22	13427	11373	41691	3013	33	4098	212	11136			10	1336	56690			75	363	164	75903	29731		14957		5			353	690	152	21	133	21	319	2875	141	23261	697	14034	837	3211		4920		106	10155	3989	296	592	16	78	41	128	337	6639	3	108	4411	21	298	779	645	29	203	6	272	697	5		216	10066		4177	7	179	31	3757		227427	186	97	24	1	103	13450		258	257	86	19320			567	39	15787	4	362	9	315	29771	75405	33838	6018		1	2263	3371		79401	11088	379		6	6		3	40	2080	26	55	47201	48026	520	455	124		1748	3048	3	9103	824		23051	30976	214	430	17	5	5003	32837	1963	19	58600	2205	27	741		11	52	73188	8597	26		1	208	6959	11	45568	461	45212		1637	676	2	9261	1327			134	90	91
MLT	17740		19	25						9	13		4022	22				8		4	23						30		32			91						1622							173									22			25	12			15					299			12		30				10	114					15	378	8		13												6		152	14	11	38	56		10	778		18	15		22		10			5	36			509		4				19															98						85		11		12	60			7		64					10	110	24	4				8		89	151										13		119			10		16	8		9	53		14	11	15	10			33	20	119		17	50					11	188	93					36	8	6258		974			9								18
MNE																																																																																																																																																																																																																																									
PRT	532822		24	118		264	154254			654	34		751	245	5			165		82	2120		15			32	27		35931			395			36695		35	5657						119	1452	57	1816	229		1148			57	58	250		11	81	2	1018	315			22	140	64	14	34		141	7				196	75053			45	15	88	19705	33		81					15	186	13671					136	20	4184	59	113	34	356		60	1436	16	175	6	58	94					44	36		18	5	2	82	2341	22	119	23		26	13			18			134				51		853	73598				20	2476		29			91			177		540		75		14	127	160	224				46	1915		1766	1468									8820		396	99		26	15		18	18			8622		12207	7				103	466	8128	21		6	39	1411	18				32	66				36	6899		8269	104	6236		84	11		18220	12					852
SMR	3659		28							74																			20																																															28																														3273																																																										19							71	16																																														25															
SRB	630221		364	41						38	122		525	5461						104	108						266909		42			884						19							1375									225683	22		134	400			91					59									25	168					37	502	22		713												1404		229	24	50	137	40		84	540		29	77	75			51				35			291		21	70						41						19				60383		25						586		18						17							38	33	517	29			19	179		2815	2297																	371	8530			39		122		58				929	2228	94		40287							30	302	22				994	18	504		1003			61		27					44	21
SVN	174419	2	51	8						129			220	3564						34	239						68327		14			75						246			25			14	132			4						47721	4			349			19			6		29									4	1262						6970	10		54												329		22	4	17	25	3		5	3670		16	16	7	10					6	8			16		3	25												10				2630		5						246					4					5					7	5	133	6			1	36		93	372												24679					76				9		278						225	744	1		6599	10						4	10					193		106		564			4		9						
ESP	1020067	37	360	12706		2355	1532			50810	657		2727	3212	54	9	6	387	6	145	20333	5	49			2467	867		17132		3	1959	182	8	1528	8	685	2642			20	11		14194	4349			21683		294		778	241	348	28314		165	958	27	950	4479	3	408	21654	11606	1267	1441	7506	10	58	174			6	3868	113860			34	3557	257	100172	736		806		90			1214	2825	869	13	58		1515	770	227	5084	682	2159	786	2622		796	16048	31	2027	1069	20	303		63	26	31	98	1482		870	118	78	104	783	60	6	62		709	119			1154	29		11659	23	124	16			165214	153	12	12		67	17094		175	1240	28	1884			4036	3	3186		1407	3	1090	25606	10514	5725	42238		8	1496	94		4375	4699	36			6				15	22	194	4574		6	391	53		212	109		28	914			69		55	18		7207	38443	2245	3	81	346		65			21	718	590	2		19	17	1038	22	74249	43	14474		12691	41		38704	423			4	21	35
MKD	109343		58009																								5989					1006																						1335				50								1843																40			220												77									36																																	8606																									94							22	203												16803					35	241																							13247					61															
Western Europe	18342531	77161	16971	845994	1	1300	19355	18	90	23373	17062	640	24926	254885	8023	197	293	11343	163	13805	220632	60	13890	80	392	5542	287197	374	67872		471	54980	6070	2921	28862	75597	49919	45894	3284		9005	3246		29889	128670	2473	125	36885	19486	54372	4	2055	46340	259382	9916	44774	2421	124513	3929	60568	36944	3325	1110	15770	8384	56270	2271	973	7187	6897	30668	4		210	26161	335002			8765	4594	10967	657554	40145	81	393986	13	62		1	4337	11379	8671	2180	29250		1589	116843	2747	90037	191153	153003	60380	30228	13	24280	1500870	2751	61200	14035	250618	8090	1	2056	17304	54618	10935	96063	145	5822	4809	2693	12535	20856	41970	337	9216	49	52117	1879			12542	42240		17332	2	3590	1800	58893	6	1075926	2271	1456	485	1	3352	245844		6966	1825	3268	27458			15547	335	62914	1	1130	320	2340	23140	56254	668882	1097850	304	224	46100	11161		324158	551363	5808	1	37	245		131	40	273	264	3649	80973	719123	706	6051	6133	15991	45353	40707	13	24212	22484		698920	105617	1258	4768	167504	134	41976	119804	41780	4523	175793	59647	1	23683		175	1266	327175	2246109	2123	7	9	2775	104547	605	313148	3135	204934	1	4627	17332	137	10457	197055		16	2728	1599	2447
AUT	894893	5357	1955	802		2	212		5	947	1896		1547		668	15	13	1701	13	1036	1600	25	50	12	16	316	104186	17	3223		4	9777	76	60	25	596	407	1582			18	8		782	10934	174	10	975		284		112	133	49385	547		201	34176	1749	436	882	5	32	1943	411	9253	43	7	65	232	793			11	993	5572			16	391	2061	113756	1538		2488		9		1	232	188	43	12	39		61	16251	117	8436	755	9629	3433	614		1593	20946	130	1846	465	686	611		158	403	78	502	1145	3	170	287	235	565	474	47	24	300	6	61	68			21	72		939	1	16	1120	13573		1197	42	44	114	1	365	5267		275	130	20	5273			601	20	2991	1	39	37	142	1049	8611	38190	1071	4	17		1106		28168	19246	132		2	9		7	3	1	2	297	208	121286	27	166	179		16884	14355	9	756	1736		2562	610	172	395	13	15	2207	9820	2063	177	13623	3484		136		5	43	2294	99359	87		8	170	5115	109	6845	98	6869		175	469	5	569	2078			59	71	186
BEL	909769	38	1354	9643			497			275	38		488	1498	38	2	2	397	5	577			781		59	247	1953	8	1301			976	293	460	128	163	1640	1910			67	94		1196	3257			689		781		60	449	534	213		63	415	390	11142	2791	49	26	588	956	626	67	781	15	78	781			5	1645	99667			163	92	1164	30435	1448		19136					1001	625	34	20	240		33	887	127	2904	694	1292	38	2655		1661	222323	90	3265	118	38	241		7	38	105	106	1260	6	203	80	5	109	4445	258	13	190	1	144	245			551	712		823		5	41	1296		121372	21	27	7		38	74759		124	31	781	936			975	1	1783		34	3	62	613	3037	5743	20152			38	172		2326	1522	683							16	8	22	712	7572	11	781	308		617	175		781	648		47385	124	13	110	61		3084	2205	695	13	806	1712		781				4883	68285	5			96	2283		24013	106	11547		61	38		203	523			60	81	49
FRA	6087993	3455	3501	814417	1	1273	11871	9	20	10465	6759	10	4058	12052	413	67	57	2269	44	1163	132113	7	11847	55	248	1329	8628	188	21096		34	9708	3955	1388	16887	71472	38038	17054	85		8767	2637		13634	43028	2299	115	15537	19469	49960	4	435	42266	10802	2097		1108	11915	102	33563	6991	3149	768	469	1637	23179	1032	149	166	855	3975	4		96	4555				8196	1372	1381	177141	5756	65	14368	13				1667	8069	8321	31	27102		498	13837	409	26652	3977	24114	4763	6919	13	6056	538661	478	18648	971	450	978	1	702	106	51926	1353	39847	10	829	1398	106	1597	8275	39993	80	1962	4	50893	940			11652	39333		6509	1	3388	297	980	6	737068	1082	695	108		730	35533		1261	505	1764	2798			3363	22	16083		370	112	780	8162	8237	139427	806641	300	156	18820	889		32961	22069	3252	1	6	160		96	28	256	132	1286	76187	1960	443	736	1392		2861	3463	4	1533	2475		447770	34109	877	1169	276	9	10949	62850	14085	31	76894	12461	1	14992		170	278	285233	248944	224	7	1	435	8124	275	105643	650	41562	1	2132	313	132	3358	102298		16	941	284	399
DEU	7464406	51537	8303	12366						4616	7892		6836	185418	6621			5304		10522	22307		859			1653	129718		17392			30146	1296	331		1266	5590	10444				281		6584	34512			6401		844		639	1745	179958	4993		631	64364	1453	9428	18466			2828	2397	12245	504		3979	5310	17204				13312	97944			182	2261	5946		21454		345405					618	1345			350		498	69867	1370	32944	9827	100027	32864	13677		9305	492300	985	27918	11543	248645	2966			16588	1709	8067	47656		2891	2068	99	9451	5626	538		3016		722	295						4652				37033		75112		431			1386	111594		1178	634	519	14054			6815		31202		237		731	6123	23278	459633	111027			20781	8538		249921	490548	599									875	2171	512812		3113	894		20363	19580		6853	4560		133808	43756					15721	34981	20223	4140	44914	26601		6485			404	25283	1617880	1774			1151	85683		107736	907	104837		782	9029		2306	75465			1342	342	
LIE	13311													2334							11						361		50			21													40									135				11			19			1						15					1	70						1244			94												7	1					5			1148																	7																94								51								9									13	390						5	13												461					21	63					391						23	4531			529	1							997					6		37		40											
LUX	126106		275	92						36			70	487				27		39	11879						2220		273			68			1278		55	217						53	966			24						380	21		2	79		89	1438		105	32		23				16					445	15658						10558			805												89	273	177		212		585		38	14300		290								7	31					12				24			12				48		25				4925		169					28	3111		21						161							91	173	642	40221			46			203	358	22										27	2288					65	51			42		2142						707	554			1124	159						115	184					160		3041		1066					23	66					
MCO	21060																																																																											7401																														4180																																																																																																																															
NLD	1346164	14531	267	2694			2543	9	16	1785	62	630	8368	6701	58	34	71	590	54	19	42604		77	13	13	317	288	130	5699		402	1217	133	326	9257	384	634	7185	3199		20	40		2673	26141			6784		433		304	260	81	460	44774	182	3953	2	3316	2527	70	48	3933	646	6789	197	13	228	121	5474			8	1655	15164			51	164	46	123377	8266	16	6024		20			242	577	108	2020	399		184	4859	277	8940	173584	12357	15178	3923		3486	15067	577	4799	572	5	1355		952		80	188	2263	60	1443	293		253	587	100	161	2362		70	155			240	213		968		33	39			130895	317	126	99		303			2968	195	76	2580			2008	257	8428		148		114	1437	4794	12398	8561		22	4521	5		2804	8559	447		29	29		28	9		84	656	445	31358	57	933	2356	15991	19	15		11388	8417		17326	6813		2540	167083	52	2770	4863	2996	89	6	4141		449			331	3118	155845				472	67	29	39070	804	16636		417	7210		1774	8861			97	605	1215
CHE	1478829	2243	1316	5980		25	4232		49	5249	415		3559	46395	225	79	150	1055	47	449	10118	28	276		56	1680	39843	31	18838		31	3067	317	356	1287	1716	3555	7502			133	186		4967	9792			6475	17	2070		505	1487	18107	1585		234	9600	233	2594	3830	52	131	5976	2337	4155	428	23	2734	270	2441			90	3555	93526			157	314	369	201043	1683		5666		33			577	575	165	97	1120		315	11046	173	9984	2316	5372	4104	1850		2141	191945	491	4434	366	794	1939		237	169	720	712	3861	66	286	683	2248	548	1442	1034	59	1362	38	227	164			78	1862		3416		148	303	992		10113	809	133	157		502	15529		1139	330	108	1817			1615	35	2427		302	168	511	5665	8124	12836	109787		29	1894	451		7770	9048	673			47					38	513	1223	41386	168	322	1004		4523	3005		2901	4606		47536	20205	196	554	71	58	6515		1718	73	37897	11088		840			210	6249	54615	33			451	3109	192	26763	570	22377		1060	273		2224	7764			229	216	598
LATIN AMERICA AND THE CARIBBEAN	6694640	187	444	893		53	6115	1717	7278	201302	1338	5364	3445	11465	6	1761	56	62	5475	665	7778	4026	2	88	16	224668	36	5	186966	3855	2	2508	26	15	58	181	46	30344	1604	94	16	19	83	283640	57549	2714	21	702957	3	105	12	20867	87	3063	62968	3873	132	6614	1967	48	2215		19552	94212	55693	5299	230465	3	26	219	181	2	24	10	857	132020	3170	12	8	14	29	74145	126	39	7801	455	17967	6592	7	80700	6	3	32370	260465	12	40829	8781	49	7645	623	1112	296	1378		8639	437726	17930	98628	1236	15	105		96	4	1493	469	31995	15	8	279	173	1711	265	29	5	219	2	49	70		12294	6	2	1	47259	10	31	9	238	2276	2212	1265	62	8	4	14	20761	5	566	228529	27	796	45	8	1175	21	823	2	30810	5	317147	143306	2758	39701	321962	20546	36	17857	995	985	11168	22366	6	301	10998	13055	61	18457		40	12	1641	115	962		1	126	766	155	1952		31	1231		427291	33	1494	24	20696	3	4035	14305	23565	4	8496	367		13		137	15326	134	3768	4	1296	8	15	8360	45	37758	32	661107	2945	165754	26	205	78829	253	15	3	12	14	43
Caribbean	1154700		184	245			165	1667	7188	5056		4612	232	1324		1704	24		4969		902	275		69	10	615	7		1425	3855		622		4	4	131	4	11562	692	11	7	4	10	3678	6969	156		16332			10	2903			32065	3566		322			113		18905	70907	1844	90	1052				40				57	80301	2419					9654	75		168	148	17517	4407		1480			16571	246082		1874	175		3230	130	85	7	289		306	10503	15918	2048	185	4	29						1821									53			37		7479				5376					2268	24						10839		68	2086	19	426			90		287		2778		68	4277	1248	735	1832	16076		687	7	603	162	3737		105	10983	11141	43	18180				27		200				706					382		22071	16	209		3349		431	3114	539		7	73					11580		188		1293			1171		18955	10	279392	2940	2144			25159	130	14			7	13
AIA	3317																																					36																										397																													233														283																																	174																																			549																																													254		277	247										
ATG	17550							25				6	7			4			226			10		10						73								287	7						84										15	13							3170	1044		10					38					33	4					57	18				137	54					3489	19		5			49							54	1832	10									46														5				4					890							15		7			34					4									37									430	474		616										14					28		8				23				171								474				5					720		1733	440				22						
ABW	22274																																						133						435			4446								1095							134	2829																							285						202	660					98								439																																								2885			48												540	486		183													178										313											997														63									553					2000						
BHS	31654								10	8			46	18					171		14	22		23					41	8								1040		9				8	80	35		30				38			79						22		41	64	12	8	4									89						190	44		63		27			8			550	15759		10			194	7			62			86	3282	22			5																								51												33		16	8		61			11		13		15			41	103	10	5						12	14			12	41		21															54		40	16					21	120									299				1284					1834		4294		2			20						
BRB	26224								246				26			59																						729																									492																								616						2792						481								679																																																																					3621		4014																																	1910									3262		1213											
VGB	10046								456				14			16			111																			142																									728	879												14						35											989						24								320										14																							127																										38									1828	323		1230																																	243									517		792											
ANT	42258							351	669	28		3739				91			296											874								108							48	121		1641							1295	2310							960	8267												121	4										10	127					812	3574					25	123						49	938	159									651														96				21												6742		7						4										1147	48									1312	1		80										289							30				2167												48									104		722	108				947						
CYM	14320									9			51	34		125			137		9	236		23					48									912					10					154				187			495	9					13			45											7	26						92					11						130	13		767			95		7		170		9	62	5602	15			24															13									28												26		38	507	19	7					75		92			10	73			32										7		21															26		19							54				37					239									1596	10	1743					24					7	13
CUB	26187		184	78			165			283																97						225						102						298	499			268										308						203	102											249						570				148	137			116				1564			118									373	497										94																		674															451									140			145		160		206					116	3404																							8112																							1036		84		899					327						
CUW																																																																																																																																																																																																																																									
DMA	3121							9	243			22	4			6			80											41								88							19										6																					38	11					14						19					91	732					13								62										16														69									78							5					24														8									30	135		60																					9				8								147									304		299					14						
DOM	323381							155	296	2935		367	75	1072		101	24				544			10	10	403	7		1055	14		397		4	4	131	4	3957			7	4		2101	4013			5217			10	1724			7580			14			78		27		1055		407								50	2804						5647			105			108		528			50	207931		481	57		319		78	7	57		206	7731	468	1395		4							797									40			37		57				1930						24						642			461		47			75		185		777		68	2212	128	528	178	9738		609	7		34	319		105	85		43					27		200									269		8168		209		115		410	2377	85		7						111		81		4			135		646		10124	524	1805			15811		14				
GRD	5544								28							22			131											10								145																									54																														316														85																																	7																																			11	119		333																																	1813												321				175						
GLP	74566			99																	248								39									263																									5604	2517												40430	881					167											91	10272					107							192											162														6985																425																		248					294						274																							14			119	157																	222		263											
HTI	22458									548				200																								739						392	410			975				322			1416									2832												524						1055																								1444		261																											361																											413				1819																													1526							444																				1891		337			2954						
JAM	22713								143							616			497			7																1277														101			1837								128				137																				192			311						165			962																																																			128									77																89	305		209																																	2126									5286		5615											
MTQ	46599			68																	87								41																103																		279	69												35638	1348											4074						1335												55																																																																309						1390																											102																	101													
