Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
TGO	84844																				24		24038										6133		19		334	18			179	342			247					123			1590							277								50								1816			430	510		75	12685								1553	62																											81									1539				68																			10540	9708																					880								19		483			49																																				179											
ASIA	48108431	6604107	1291	20924			581			28270	243384	9	35094	14070	577509		9278	5287899		195573	8936		2		27895	111	7148	2	75906	18	19610	487886		1	12	118677	14	32681			4	12561		2644	2842685	29981	81233	1368		121		35		93	104		9210	467	22346	178	3223	1		3	107	1013469	3		8640	3444	123669			2386	1878	42813					117706	645724	705	1	133290			11	58	9				1		1	15922	18	5448829	1315257	111858	1353689	1570		99111	9781	4	61052	226702	137213	8237		55446	39483	229221	13801	83639			34364		28272	14	2	2	366794	1827		18			244	2550		2292			158			163288	3	640337	1		740561	21053		7816	3	39	4768			6431	10072	2891169	3	5	9	2	13247	684654	131635	4741	9	10157	901728	57455		136664	5024173										57423	18	665	2	1	66254		126	39		42507	10038	5780	5124	624222	1533729	277219	29	18	3763	13209	443703	64830	37872	107697	736				4	44331	83256	10692			2063	868419	71876	137217	89	221975	37	4333	350988		710	157300			426193	1080	76
Central Asia	6630683	8485		198							35697			98	85555					143941											38	4142						77							1539														20843		199									1902					361						14996	416795			18571														935		4512	97								100886				31129		2884						10969																									78		166		37					57	178							30812				42504	23286		713	4572075																														81		16097									21700	4693				637957		477		417	37		281340			372				38	
KAZ	3619200										7596				35789					72545												4142													695														19805											358											3773	380407			18571																													5606		358						4347																																										23820				41045	13149			2474111																																5085									19692	338				356063							131905								
KGZ	623083										7381				14455					30187																									770														800											1544					361						10351	15254																												38405						2526						6622																																										6934				1459	8066		713	349174																																6041									833	2941				85115							18416			372					
TJK	428900	8485		198							257			98	257					893											38							77							74														238		199																				872	205																	935		1813	97								1101				20042																																	78		166		37					57	178							58					2071			363565																														81											1175	1084				3990		477		417	37		18848							38	
TKM	306500										11250				11793					3259																																																														1567																			2699									31036																																																														118024																																														12576							112171								
UZB	1653000										9213				23261					37057																																																														19362																												30344				5481																																																										1267201																																4971										330				180213															
Eastern Asia	3959345									2657			12899	312				4997			402								69014			2				1174		17768							2023030	14291	69478											7	51		450					368									452	5155						5625	598																20006	116025	1237		1139			1373		18801		625					4											18291									786			112					88			6264	1432		2820			193			360		9300					12571	159792	364	3881			845669				4414															7813		4						1125	4936					586	1471			12	27623							109							27596		75568		7	30			32564					
CHN	376361												2417					1858											12090									3756								2458	12256																																																				4496	21305								4547																		3195																															1817					2202	28155					148141				1080																								3026										5839														4737		16962						18063					
HKG	2218473												6092					297																				8414							1659157		57222																													1470						1323																	12064	90186			466			430		9505																		10234																				6254	683		1506								5062						79010		73			3238				59															6619								269	524						487				12860														11838		7599						7324					
MAC	205047																																												172346	11736																																																																																																																					1892		3489																																									1923																											
PRK	34103												96					74											479									149							19668	97																																																					178	845								180																		127																															72					87	1116					5873				43																								120										232														188		672						716					
JPN	1075626									2657			3976	309				2110			402								56445							1171		4910							150383																450					368									432	3167						3607	598																3108	3624	1237		671			940																				4684									786												749		1275			193			360		2068					10282	49106	359	319			688141				440															1194								856	1206					586	980				6726														10209		38375						6235					
MNG	6718												3	3																		2						26							1649													7	51																20	11						50																	24				2			3		122		528					4																																										12						31	5				276				2755																	4													4			12								109							65		247		7				11					
KOR	43017												315					658																		3		513							19827																															507						645																	136	65								4447		97																51												112					88			10			39								269						482									37																								60										43														559		11713			30			215					
Southern Asia	19436343	6414800									521		3216	50	817		93	4377309							27895				552		16220					12924		6505							181183												2				18					16								2385		5973						5938			1														3360378	73015	7160	1156052				319		10078	3	1408	8170		16880		58722		15									104896	1827						2547										315171			528220	9		18			1286			4241	3	1942747						312		454		3	22				3446										6073					19921						3			286991					51	119		40537		15601							620	216			2058		9959	14312		34313			2027			42920				1008	
AFG	57686																																																																																																																																																												8107																																															40537																					2027								
BGD	881617																89												552							12924									140163																																																						13339	70627								9042							58722											92533																	225851			9670									4240																																10556																			15503														9090		28559						40088					
BTN	23807												12					24																				17							422																18															14						12																	20841							6		59																																			16			334	9		11								10						9					15																			8									15					11	11				28														17		63											
IND	7493204	14159											3116					4375155							11088						16220							6474							18165																													2385		5858						5654																		1786	3051	1189						903		1408	8170		16860													12295	1810						2547										85706			518212						1286					1921278								454							3445										6058					9307									281720																	343				2058		9940	5063		5649						2832				1008	
IRN	4291601	3123968									521				817																																																																																							1153969																																																							10729																																																								277	216																			
MDV	8689												37	50				1623																				12																												15										51						251																	951							310		65									7									46																							6								79						303																								42									4289					11	102				67														94		24											
NPL	429974																	500							16805																				21906																																																						369370																																																										2371																																							78																																					
PAK	6208204	3276673																																											490																																																						2916548	599	4108	894																																									3598																																																					889																																					
LKA	41561												51				4	7							2													2							37												2									1										50						21			1														39329	3	1					3		9	3				20				8									22	17																			4			1						1	3	173										3	7				1										15					8						3								29	6				3													19	48		18											
South-Eastern Asia	2876616	57	421	795			581			32	31	9	13038	92			19	35900			76					108			275		3340				12	104579		2594						9	634278	15675	11755	156		121		21			85				1397	1	611				105	33									9	1695						3273	8		19				58	9							3		92583	287178	212	50	33		59	876		31037	5033		4		47		170494		30			13892						242549									31								235518			24560	1422		4691			45			912	93	28175	3		9		6	119154	12	336	8	27	13311			2	37										5771					38464					53	186		257	11550		17	28		348	620	3484			58578	736					17	202						99	32660		32085						80715					
BRN	73200												262					659																											1509	382																																																					2595	3324								83																		40306																				3665	247		119								378						7837					138																			1499									676										6612														1996		113											
KHM	38375												54																									20							707	54													20																	128						18																	44	49						7		58							121											80																	24			21	14										19						71					26				14															57									22										14149														43		91						16771					
IDN	465612												5963																									286							258310																																																						7818									12535	4851											13860						5406																					928										5486						3472					10866														5544					4346																3465			1458	729													20883		8745											
LAO	22866												18																							1398									4125																																																																																																		404																																																															2277																						13852					
MYS	695920	32											1851					23930													3234					747									91377																																																						20808	252710		32						5255																																			4568			14931			746								3208						104730					1194																			31269					51				1194										31127														3433								12877					
MMR	133545																	1370																											72413																																																						41093																																																										5171																																																																												
PHL	154071	25	421	795			581			32	31	9	943	92			19	70			76					108			123		106				12	7528		628						9	53792	196		156		121		21							1321	1	182				105	33									9	197						704	8		19				58	9							3		2611	3752	212	18	33		59	207		2891	182		4		47		4321		30			32						245									31								55			74	82		117			45			100	93	262	3		9		6		12	25	8	27	593			2	23										227					133						186		257	43		17	28		99	250	19			180	7					17	202						99	6028		17746						18174					
SGP	727262												2913					8818																				717							150447	15043	11755																																																				14109	21520																										195072																							1131								12345						1175																																	5788										1438																3423											
THA	528693												593					725																		73756		917							58																429															1349						2551																	3389	545						662		10091							165019											1293																	229504			5763	151		2439						812		1086						1266		53			469																			809					2				3781					249	370																		21		1640						18879					
TLS	8954												425					103											152																928										85																																													4485																										134																							139								190						591		258																						57																			119																64						162					
VNM	28118												16					225																		21150		26							612														56																	21																							116	793								124							1033											13																	963			106											30						12					25																			294									46										1218														256		263											
Western Asia	15205444	180765	870	19931						25581	207135		5941	13518	491137		9166	869693		51632	8458		2			3	7148	2	6065	18	12	483742		1			14	5737			4	12561		2635	2655	15		1212				14		93	19		9208	460	55	177	1945	1		3	2	1013052	3		8640	1542	123669			1	1056	29990					102710	214093	99	1	114699			11						1		1	15919	18	1974927	839039	98737	197490	398		99052	7213	4	1136	221666	34294	63		38519	8354	1	10917	83594			20472		17303	14	2	2	1058			18			244	3		1475			46			163288	3	89560	1		181517	18112		121	3	2	3244			918	9919	910769		5		2	670	405396	100447	70	1	10127	222	34169		135949	444201										45579	18	665	2	1	56		122	39		42454	9849	5780	3742	320745	1533729	277202	1	18	2778	10918	440219	8196	37860	5895					4	44314	60625	5783			5	230462	61818	62172	89	79592		4326	67591		710	729			426193	34	76
ARM	658789														464459					1280																																																													1646	660			5612																9654									787							1129																																																							62218																															3225										1956	820				10066							1150								
AZE	360600	254									202586									626																																																		662											69766	389																			2088									4940				3487																																																							386			39234																																340									2894	2352				3842							23232								
BHR	173212	215																20442																								140																								21908			508		357					57																							60505	6151									3442				1728				728																								257					228	174					187					20949						7934				8															61										340		522		5863	1531	4235					1777			294						155	1291						771	1614		453									5876		
CYP	43805	2	69	9						21	292		741	88	9		27	162		84	65		2			3	17	2	15		1	1531		1			14	374			4			12	398			31				1		21	9			168	8	170	42	1		3	2	1290	3		1	7	20			1	123	228					3802	646	21	1	5898									1		1	86	8	684	43	299	78	193		95	120	4	21	110	59	21		58	6	1	41	685			57		23	3	2	2	11			8				3		16						16	3	11	1		14	120		23	3	2	76			50	16	129		5		2	8	1793	176	16	1	3	2	234		1345	3235										58	2	630	2	1	8		34	4		3	1235		39	2457	90	129	1		227	94	810	2	5	65					4	9	152	3			5	815	38	9055	36	791		1	18		16	16			4	34	76
GEO	304470										4039				7911					16521																									421																									846												8348																												21017				3360		1382						3623																																										3794					4413		390	151090																																3306									455	1609				46581							10078								
IRQ	83638	241																																																																11075			359																														179		14976								7970				309				1173															154									451																525															210										519										204		360			14347	2924					4778									241	938						222												1543		
ISR	1632704	2724		19544						25526			2102	6373	14696					33049	3657								5866			19353						4777						2613	1027			1155													1040					21780					40595				529	17904					25921	26628			1320												15656		16927		47785	74502				4617				6279				1078		9479	3924			19180		13594													1422						157029						4337															649		95566					28570		128886	175938																					8519		3129						1178	2662	10963	4484								40293	31449	507				168081		14958		47532		4315	31121		640				36222		
JOR	1146349	74		222							26		188	78			143	948			33						320		101		11	91						241				4			192	1		15						19			13	18	40		49					171413			139		21					295						413	44		117												35		871	183	119	25773	75		6	518		143		3			233				3021			338						983						90									398		2			9	147		28			23			8	540	5168						2245	85			102	96	2		310	581										3495		35					12			24	24	233	282	11062	851880	1891			82	53	51557		208	73						221	957					45	156	465		1691					45				2439		
KWT	1074391	1334															189	126783																								870																								135880			3148		2216					355																							375183	38147									21348								4513																								1594					1416	1080					1160					129928						49207				49															380										2111				36364	9497	29503					11021			1823						961	8007						4778	10010		2808									36441		
LBN	523693																65	433																											88																					78308										135						189															16		398	84		11774			3				1380				106							154																					182															247	2361						1026									265										1597												106		5054	389171	864					23553										437					21		212		773									1114		
OMN	304000																106	50041																																																18811										200																							152554	4605		118							4527				64																																		611										35675						5930				27															215														13996		4910																					2702	4260													
QAT	309753	384															54	36556																								10484																								250			639		908					102																							2738	108178									10999				6155				3090																								1300					459	407					311					334						37462																			14187										109		608		932	7574	3178					526			1377						277	2308						39178	2886		809									10506		
SAU	4998445	166255																479380																																																357540					61017																												906468	635007		42857							90278								57203																										89529			177661											556715						239551																																	200579		178769					305838																												286032		
PSE	288332																8351																																																	17920																																							98290				55317				16702				2342																																							9110											9870															21258																					5224									850							10629			8436									1486		
SYR	714140																																																																																																					3825																																																																																										200					244707																																				
TUR	1163686	7652	801	156						34	192		2910	6979	4062			79		72	4703						6811		83	18		462767						345						10	529	14		11				13		53	10		9195	274	7	7	814					2318				27	23				404	10280					1575	176820	34		101752			11									126	10	126	43	23816	33620	130		658	1958		972	217	1209	42		69	423		15	273			743		63	11			64			10						37			46			113		18				9916		70			70			860	6	275					13	141	826	54		7	124	564		5018	11430										3344	16				48		76	35		114	71		292	18	768	63		18	1291	8109	5247	64	37647	35						132		492				1011	3344	6483	53	12868		10	1992		9	7			16		
ARE	1306574	1630															231	154869																								1063																								165980			3846		2708					434																							458294	46598									26078				13095				5513																								1948					1730	1320					1417					158710						60107				61															465										2578		3951		44420	11602	32088					13462			2228						1175	9781							12229		3431									44514		
YEM	118863																																																																	8579					15804																															4943																																																																																										36771					2562	18648					2238																									706					
EUROPE	49232191	82688	170183	842314	963	3404	162918	434	612	102964	610509	728	137463	334427	1046416	493	940	130511	22007	1545649	277088	1253	13913	61553	430	9384	753181	2597	132673	80	757	109463	6124	3247	65460	74450	46118	151176	2843	170	8972	3379	18625	80367	259106	76599	984	67795	18920	56168	10	2951	45833	349468	35263	38636	125764	147943	14268	55531	119433	3294	2759	35796	12873	134389	6092	7280	8546	92078	64397	7240	159	810	198377	669454	7	35	8515	11037	795242	1435709	97254	11310	485111	8997	1464	28	3	6058	13254	15980	22237	28474	11	3023	165151	11578	530500	207671	257287	87192	652402	10004	56772	1663983	141552	104440	34196	2824888	119096	51	4046	480890	54241	156950	147118	243	6544	19310	3236	269128	24735	41392	10915	53293	223	51093	33695	5	8	12895	73984		31580	17	3961	23929	77140	1297	1375064	77712	12257	850	2	4305	315879	20	49213	3314	3235	88170		268	76956	654	321116	12	3098	483	3431	57527	169993	704556	1092141	316	548	69619	554061	11	525032	7272212	6212	508	958	1420	11	1211	114	1372	5848	9772	126798	655158	3849	11263	39938	13798	119919	70053	63	43558	99487	1	823654	171409	6385	8053	156726	331	129232	217781	72647	469395	319795	66057	996	18605	3	213	18854	397891	2338986	248517	25	74	54810	4454420	2160	780776	34146	542711	36	18968	1062262	156	68571	284527	884	333	5792	19095	24903
Eastern Europe	21995312	22587	1948	2359	959	4	637	314	2	1034	579891	1	2564	17985	1038282	2	20	1433	4	1375273	5489	1	337	1	1	454	6302	202	1055	21		43591	529	175	57	333	760	3090			136	174		795	78511	44		472	17	605		75	117	2399	3421		1066	50437	9818	22	3714	2		10	413	2124	16	30	5	76918	598			2	3382	54282			3	4	747740	313965	410	2	13844	1	1			9	472	350	25	6		3	38054	126	16078	653	8707	3263	454		8923	8496	6	1332	7005	2788144	501	2	629	477272	142	130235	5705	1	4	1204	1	239853	293	158	17	571	136	243	579			11	295		386		196	22075	859		4166	148	420	109	1	591	2137		282	98	51	1665		254	1899	75	2046		129	1	117	1028	275	47977	700		163	3217	535225		212167	6169788	181		13				1	33		644	156	7450		7	138		73825	504		136	719		2678	1112	3764	776		1	2042	1526	13970	466297	47880	771		6		2		893	17479	203544	1	34	172	4279423	429	6209	380	23812		585	1044745	1	622	54588		115	1434	417	318
BLR	1248977	140		27						76	6645		21	44	15651						28								69			30						85																	22			83	97		130									3429	11				1185						9868	32			164												291		24		25		16		192	10			13	81148				6071		11085	32					18380																96																	49		24							235				22	8826		10	791522												16					25						31						190	22	40	6587									11	6339				261845	15	340		42		21	17154			182			14		
BGR	21510	222	103	32			4	10	1	7	1207	1	13	26	8	1	1	22	1	89	14		2		1	1	18	7	8	21			3	4	2	6	1	17				1		3	362			1		10		1	1	15	50		103	162	1	3	10	1		5	1	30	1		1	4	26				10	63			3	2	77	252	4	2	1246	1				1	4	1	1	1			70	1	163	1	98	171	4		58	113	1	26	83	89	2	1	9	10		10	266		1	34	1	9	2				1		1			1			2		1	23	7		19	6		1		1	12		5	15	8	31			4		23		4	1		7	10	423	3		2	33	582		143	6899							1	1		1	1	562			2		63	8		1	9		18	2	3	12		1	15	15	473	5	1018	3						18	743	7	1	4	1	1671	1	59	7	139		2	24		1	346			28	3	4
CZE	110394	51	44	80		4	33		1	76	227		56	1811	45		6	8	3	322	186	1	7	1		12	355		28			1154	1		3	4	1	121			1	2		7	303	6		18		16		3	3	417	123		13		21	8	32	1		1	10	39	3	1	1	15	19			2	82	891				2	88	2375	10		445					2	6	2	1	5		1	1526	5	60	22	47	65	16		35	255	1	48	25	454	11	1	14	37	2	32	51	1	2	25		41	4	6	5	3		4	2			1	1		19			140	29		26	1	1	2	1	4	135		9	4	1	17			24		23		2		8	17	8	6082	10		7	19	202		2945	3282	3		1					1		4	8	1181		1	3		70252	64		1	38		42	8	19	16			52	95	108	16	131	8		4		2		39	55	12		1	4	8198	8	351	5	517		9	44	1	11	3604		4	27	5	5
HUN	347510	274	96	263			32			22	186		832	5206	134	1	13	60		91	98		11			14	381	1	68			1962				65	6	226			4	2		112	941			33		18		8		365	252		387	68		11	42				22	251	12			39	31				92	1793					186	18409	44		1601		1			6	15	5	5			2		8	978	191	1800	732	26		425	389	4	271	350	469	18		154	116	40	21	304		1	332		42	4	8				8				9	21		20			386			38	12	8				181			8	15	169			118	14	205		8		5	72		3647	21		30	1076	56		194128	38081	1		12							286	5			6	73		316	96		5	44		54	47	93	72			262	145	482	16	46027	631		2				34	385				6	3040		521	28	2956		60	102		169	653			241	2	9
POL	1127771	219	82	643			38			251	1181		863	6119	356			60		148245	3969					35	4625		299			2414				31	14	2207						33	922			81		68		28		1142	261		62	8798			998			4	43	289			3	402	68				272	49150					460	144229	65		3964						17		18				1907	58	436	62	197	562	101		542	6091		326	223	4778	75		194	106		3167	467			433		113201	177			11		35							165		3	234	275		221	18				13	1368		71			281			447		85		34			143	67		85		9	53	467		4748	76953										34	34	4743					2149	183			376		1577	35		88			998	718	785	85	291	53						187	641	62			61	438692	118	3732	71	12778		14	498		67	2343			132	53	35
MDA	544162														3750					13665												462																										519																							3550	427			38												694								20	116				20541																												43																										794	403						5142	227107																																									87					245741							4025								
ROU	135825		591	3							1			722				3			273								2			24353													605										1		18	829			51					7										427						1783			4380						1						9320				853	299	96		262	461			261								306																		4						4						59					1			120		1							538	48				52248			7224												565											106		7				177	106	2087									2	878					15695		273		705					3	4					
RUS	11524948	19103	1026	1303	959		519	304		582	535266		761	3776	936852			1280		809353	859		317			392	876	194	577			10760	525	171	52	227	738	394			131	161		638	67405	38		336	17	492		35	113	365	2689		479	13710	9699		2445				336	1499		29		62441	438				1737	1474					656888	144895	286		1997						429	342					18236	54	9801	377	3096	1424	194		2842	1020		655	1555	2349697	394		248	433625	100	95730	2133			373		82889	92	144	12	557	135	196	575				273		173		192	21142	538		1755	111	411	106		573	371		196	71	27	1165		254	1134	61	1683		81		104	784	190	31333	129		115	2014	292807		3936		177							31		317	108				60		1020	138		129	246		840	1020	1808	588			340	407	5464	424727	359	75						607	13032	165923		29	100	3301922	283	899	269	3077		479	890893		371	32251		111	986	354	265
SVK	41295	26	6	8			11			20	37		18	281	4					60	62						47		4			362						40				8		2	49			3		1				95	23		4	26268			6				1	9				3	5				4	484					11	255	1		9												6010		7		11	10	1		15	41		6	9	21	1		10	3		5	14			7		9	14						1						3			11	10		3						11		1			1			3		2					5		1207	1				8		1115	622										2		383						15			6		10		6				8	18	37		54	1						6	10					2619	4	34		290			8			241			6		
UKR	6892920	2552									35141				81482					403448												2094													7924																									10585											76612	1308																	4609		2580				4532				4486	330947				37304		20185	2132					25282																			2100																							3718					180029			5018098																									1828						4494	34861									1637	31201								3308			131997			14964					
Northern Europe	6645605	6145	546	6250		8	1350	99	543	4405	3846	119	77198	27677	6124	281	716	105761	21851	165553	19200	1200	81	61478	31	2213	58852	2078	14290	47	415	5912	61	382	467	573	762	71367		155	53	58	18623	28583	34757	74117	22	13897	26	920	1	399	817	6624	1464		76899	9794	465	2102	71414	97	981	366	1544	25492	2001	15	3412	12010	12927	7233	159	544	168268	65365	5	18	26	4160	5231	285357	33951	11222	24770	8976	1403	8		870	193	132	20222	163	1	329	27075	8763	416717	3185	85633	57415	617577	9974	15060	98988	139218	31624	4018	21597	112018	27	1632	2781	428	20963	33150	99	798	7004	20	23772	999	521	10568	44314	37	77	30817	1	8	27	23305		2140		78	333	2097	1290	18271	726	10549	306		1089	40348	20	41663	429	57	48002			56348	308	248663	1	276	173	264	4784	32365	155528	25982	5	182	20458	5229	6	18475	936660	454	481	910	1179		1000	61	1	11	5038	373	7615	2948	6612	34304		2182	947	44	18383	70059	1	47237	53063	866	2302	84	174	74840	17381	14705	2552	3487	19176	331	369		38	17725	5492	76082	4421	17		52082	138034	1183	307838	30582	196616	21	2265	7374	20	1245	42758			1977	17152	21475
Channel Islands	61660																																																																											840																											1660																																																														3380																																																							54519													
DNK	235189	354	5	526		1	48			833	400	5	981	1275	84	5	67	241	17	125	727	5	14	9	7	60	16411	34	765		4	224	2	23	5	50	31	2175			1	1		1070	1301	492	5	807	18	31	1	42	70	504	34		111	189	163	70		14	4	35	159	869	25		73	7	559	6430		13	3180	2451	5	5	5	236	72	22533	391		738	8672	3	8		22	21	9	73	50		34	1210	2986	2604	422	8022	2418	895		1048	2203	74	935	579	38	609	3	96	2	18	15	7758	31	50	71	10	13	64	14	38	298	3	5	48	1	8	4	83		239		5	2	1900		3004	65	43	10		37	2389		309	36	3	219			12613	1	6946		25	4	28	245	1972	8085	441	5	5	6527	59	5	877	1595	11			3		8	6	1		48	35	5700	14	72	236		105	56	2	584	604		1525	5014	54	74	20	37	15641	1388	538	6	1151	1958		32		4	100	410	19476	4			269	605	56	9126	439	6411		164	37	4	188	5087			73	175	149
EST	381997										715				2211					23870																		29							59																25														651	42					2196	461															36		25											7616				1120		6102						3195																28																										236					1543			283457																													90			853										996				43063		31		91			2614								
FRO	4285																												6									3							1			22						1							3173																					27	1			137												267	14	1											2																																												151								14	23				63			1	2																					1								56					5						9								139		21											
FIN	63255	4		233		1	4			107		1	452	253		1	2	115	4		114		1			24		1	162			274		3	2	62	6	960				1		166	428			132	1	12		10	14		22		42	260	3	10	559			10	24	209	4				203			5		538				22		2586	74		320					16	6		8		1	5	554	79	549	36	558	206	88		350	504	21	372	58		98		17				142		4	29			19		2	142	1	3	8				13		67		1	1			412	6	7	51		16	414		36	5	7	94			904	2	139		10	1	7	88	299	1027	92		3	52			157	10252	2					1	1			17	15			21	31					54	115		502	159				3	26043	434	49			411		3			7	163	457				10		14	1738	86	2545		34			34	1645			4	45	10
ISL	9584	1	10	10			10			5	2		60	52	2	1					34			1		6	9		11			18			19	1	1	145						15	58			21				3		6	7		1	43		1	2048			2	7	8		1			13	237			75	135				2	2	803	10		5	35				14	3		7	1		7	35		62	59	14	2	81		20	38	5	17			10						14						53			5							3		10			5			21	4		10		8	112		86	1		3			683		8		1		1	20	135	265	45		1	27			1	37										1	3	312		5	6		1	8			65		105	83					1012	53	8	97	7	83					1	6	18				3	11		647	9	1077		3	2		6	76				2	4
IRL	227961	29	57	113			92		1	63	10	1	532	49	10	5	16	157	4	117	471	1	6	11	1	3	123	15	380		3	178	2	9	1	2	67	371		5	1	2		27	563	86				163		2	26	97	16		20	265	25	10	394			2	8	102	5		7	190	29	1	1	3	75	1917			1	11	49	3341	97	7	104		3			24	10		6	1		2	167	7	750	24	85	87			42	1296	23	102	22	50	93		39	6	6	703	26	7	21	84		1246	19	2	14	171	1	6	23			2	74		59		1	61			52	8	12	7		26	1642	1	192	3	25	837			59	9	293		3	3	5	24	774	3168	122		7	37	113		430	229	15	1		1		1	3			82	4		2	38	42		412	11		102	621		499	46	13	113	2	4	145	106	22	4	126	103	1	22			22	19	94	1			29	170	39	184671	24	15922		11	18		24	122			6	65	185
IMN	34769												123																									104					182																																																												1628																																														48																																												303																											30510		242											
LVA	646007	20	4	6			1	4		9	1552	1	45	50	1399			3	2	60530	14						2		8			390		1	1		1	42			1			1	24			2		1			1	4	21		2	48	204		35					5				1675					1199	26					697	1913			326												293	4	35	2	15	3	14		21	16		4	3	528			1	593			45			2		17512	1	1	1	7		2	2						6			87			3					1	16		5	1		4			22		16	1			1	3	1	30550	1			9	1629		3562	473207	1											17		2	2		21	2			2	1	18	31		1			128	11	5	47		1		1					12	23			1	46572	1	117		167		3	309		6	3			1		1
LTU	349258	40								83	815		22	48	2193					80249	30								75			33						66							157												3	66			100					3				1514					74	215					2036	1833			10												132	7			24		18		30	40		14		13109				1006		11157	118																					79									33					5			43		35							4372	3				1763		35	158448																	16						1450						478	23		1481									40	3341				43228	17	281		1170		22	4197			66					
NOR	192587	253	21	448			30			445	4		797	997		7	6	558	9		782		11		5	117	3	35	576		20	369	19		163	107	121	2126				7		5496	1862	728	17	1618		132		130	71	7	44		70	148	26	32	21160	6		53	177	290	54		19	23	1681	527		12	4257	2433				570		8821	736		475	123				208	29	9	67	6		57	1356	2221	4422	427	5198	738	446		422	1090	44	826	48		489		24		56	15	590		66	57	3	8	58	337	8	182		5	37			3	145		208						2393	22	30	19		52	3268		266	35		306				10	10470		12		50	277	3552	4367	600			4821	3		286	61	6									36	36			143	268		6			1286	629		1321	4707		68	10		20429	1151	194			1291		53			221	375	4977				242	6	27	14586	248	15827		145	3		80	7522			13	115	70
SWE	788767	3368	293	1320			340			1913	267		1760	4731	148	12	42	2307	79	352	943		17		7	1845	40488	38	2747			2756	26	65	231	254	84	1791			8	22		21091	6920	440		5749		125		162	247	4108	1170		355	252	44	784	30009	44	36	192	746	1638	1832	8	2399	8056	9356			28	153578	4401			3	1965	103	29981	770		8526		31			517	88	61	83	84		165	11100	2773	8730	1276	40154	38795	870		1192	4979	153	1793	839	135	995		635	36	284	1811	15745	16	438	293		616	94	57	31	755	5	40	68			15	104		847		11	30			3529	154	98	37		121	3561		499	317	9	550			33367	5	2435		157	18	102	3560	4290	31527	1975		18	7205	58		9253	5125	88			22			13			656	180		36	170	399		190	536		10279	798		3990	4599	799	557	16	12		1877	11128	51	1856	8135		182		15	183	2143	25061	44			1880	1146	275	11473	664	11325		1749	121		352	8563			135	192	199
GBR	3650286	2076	156	3594		6	825	95	542	947	81	111	72426	20222	77	250	583	102380	21736	310	16085	1194	32	61457	11	158	1816	1955	9560	47	388	1670	12	281	45	97	451	63555		150	42	25	18441	717	23384	72371		5546	7	456		50	388	1897	150		76295	8523		1195	13911	33	941	72	423	22368	81	6	914	545	1086	38	158	483	5179	52367		13	17	1354	76	213058	31872	11215	14266	9	1366			69	36	53	19978	21		59	12192	419	399526	938	31563	15166	611877	9974	11935	88822	138898	27561	2469	121	109722	24	820	18	64	1160	8712	45	219	6468	7	1182	691	110	10474	42754	27	16	30631			3	22883		704		60	40	197	1290	8857	467	10359	172		828	28913	19	40222	31	13	45984			8506	281	228321		68	147	70	567	21328	71908	19323		148	1717	61	1	3873	4247	331	480	910	1153		990	38		11	4198	100	1586	2896	6161	33320		1431	334	42	6078	66921		37827	38424		1489	36	118	10818	12338	2761	13	347	7189	330	76		19	17191	2367	25947	12	17		49648	3233	754		29112	141818	21	134	73	16	555	19674			1745	16558	20857
