Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
WORLD	172604257	4541159	823668	1025039	3186	5613	870514	3094	33822	554964	876924	11007	383959	475241	1629291	34437	47711	5435372	95439	1688476	399911	48160	319432	14085	120061	344199	1468799	26393	969161	5430	44796	690700	1234174	738397	125931	458419	161419	1146883	5567	1259	55328	205856	12826	508455	5786954	688745	101667	1434868	70493	129315	19501	105797	540996	874432	1049902	57182	153554	401266	71321	831305	218614	9039	48358	897711	445764	1707426	949091	55319	510432	141917	443926	12408	1274	131914	316098	1527333	3638	4335	17885	39718	968077	3350817	468279	8436	989021	13274	63866	7940	2781	578503	350522	77537	363376	803880	44	342259	420151	26218	7978365	2336494	832298	1163980	821372	7367	302477	3115499	858650	711513	368463	3554534	308199	4007	113305	566293	648408	238768	559130	120497	263082	78811	2656	348739	32259	76309	184770	1203501	1186	722660	104878	6964	14197	105587	115984	6216	9562278	16918	5031	30564	181128	16133	1948424	636775	1221852	48723	1583	971247	756841	4937	489759	502147	193050	599702	5764	2772	164229	15606	3398405	3999	137372	4460	374805	698550	3065883	2068437	2004030	1601431	14716	1951799	600942	2320	1139120	10734963	321694	4031	31419	39616	486	53682	94580	3493	24829	153572	388250	1133078	9290	508526	186440	19733	251864	118891	2726	1004443	512309	342628	1298747	980835	2756033	859690	213310	33647	258321	368350	706499	499405	531341	530891	148339	263575	2081	46734	307814	480276	2814023	223718	759	2591	552835	5596463	111116	3866884	220108	1988254	3979	235500	1599584	6439	320040	1874477	7402	166064	529341	160252	310753
More developed regions	103417894	222847	819098	961952	1164	5563	213381	1163	25039	296802	645765	6153	326007	439683	990991	32524	6933	334414	90102	1549798	371615	43923	16958	13970	660	74601	1465450	3763	708703	509	9824	213118	13403	8979	112195	270402	80335	1062417	3836	1172	10371	4744	12725	233457	2765082	613464	18795	669664	20242	67734	19441	81728	75269	870515	978363	52528	141417	392513	14412	101245	207839	4461	27703	787138	381307	365602	900815	13187	52421	138918	153515	12406	1250	129679	311034	1105857	54	640	10366	25793	816067	2755627	226496	8364	899309	12876	49705	367	34	516166	26283	33009	323732	516519	42	300370	396033	26047	2144147	365058	697783	369128	812594	7367	192011	2716852	836038	538904	87631	3461484	212868	1148	44941	537637	291384	227384	414182	711	51619	32622	2488	328248	31864	49045	13808	240619	525	57079	104604	6496	307	15754	107129		9507280	7574	4727	28814	180895	13559	1755234	85685	62200	3064	501	26916	690917	1501	470163	241657	4586	315961	5651	277	146696	3520	786841	20	115673	2891	23660	481966	2139717	1917973	1683766	1577157	3000	1750881	558131	135	979851	6754682	13183	3361	20201	25473	413	36449	76307	3456	13123	48985	156273	1129290	8457	50158	119610	18735	251095	116752	1745	182391	399708	2	940486	434354	40725	53418	191259	1669	244052	333648	178572	434138	393149	358282	4577	32663	1919	43854	291615	432945	2689578	213024	260	1451	85864	4956087	22604	3468842	72624	920711	203	74530	1247974	1369	230113	1666044	26	149	38141	37748	85091
Less developed regions	69186363	4318312	4570	63087	2022	50	657133	1931	8783	258162	231159	4854	57952	35558	638300	1913	40778	5100958	5337	138678	28296	4237	302474	115	119401	269598	3349	22630	260458	4921	34972	477582	1220771	729418	13736	188017	81084	84466	1731	87	44957	201112	101	274998	3021872	75281	82872	765204	50251	61581	60	24069	465727	3917	71539	4654	12137	8753	56909	730060	10775	4578	20655	110573	64457	1341824	48276	42132	458011	2999	290411	2	24	2235	5064	421476	3584	3695	7519	13925	152010	595190	241783	72	89712	398	14161	7573	2747	62337	324239	44528	39644	287361	2	41889	24118	171	5834218	1971436	134515	794852	8778		110466	398647	22612	172609	280832	93050	95331	2859	68364	28656	357024	11384	144948	119786	211463	46189	168	20491	395	27264	170962	962882	661	665581	274	468	13890	89833	8855	6216	54998	9344	304	1750	233	2574	193190	551090	1159652	45659	1082	944331	65924	3436	19596	260490	188464	283741	113	2495	17533	12086	2611564	3979	21699	1569	351145	216584	926166	150464	320264	24274	11716	200918	42811	2185	159269	3980281	308511	670	11218	14143	73	17233	18273	37	11706	104587	231977	3788	833	458368	66830	998	769	2139	981	822052	112601	342626	358261	546481	2715308	806272	22051	31978	14269	34702	527927	65267	138192	172609	143762	230912	162	2880	16199	47331	124445	10694	499	1140	466971	640376	88512	398042	147484	1067543	3776	160970	351610	5070	89927	208433	7376	165915	491200	122504	225662
Least developed countries	10073307			5868			548340			696			1720	262			20661	2187			780		63138		111196			329	11264				53793	727031	13381	14652	38935	2567			28599	89399		451	203877	229		1121	8630	42350		370	456876		1804		11		247	527281	212	3258		3257		31896		331	444594		136566			689		41962			5687	13047		4319	77783		43						205272	42113							653489	103102		5473	16			3005		10722			82644	978	31		60900		7117	6378	150699	4063				10595	50109	160617		156847				76739	161		415						3556	107152	230796	1088	1055	13591	634	268	522		86443	111628			9804		35813			1097		475	1126		15801	2092		607		938		1407	291265						15		4255	2006	183541		305	453037	7890			66	51	548447	44069	251431	2251	201	2942	474706		110	1107	888	2584	32929		71059		50293		27		243	10			302	162944	104	68	29926	89156	43444		388	1646	9	3397	102055			365	63395	67639
Less developed regions, excluding least developed countries	59113056	4318312	4570	57219	2022	50	108793	1931	8783	257466	231159	4854	56232	35296	638300	1913	20117	5098771	5337	138678	27516	4237	239336	115	8205	269598	3349	22301	249194	4921	34972	477582	1166978	2387	355	173365	42149	81899	1731	87	16358	111713	101	274547	2817995	75052	82872	764083	41621	19231	60	23699	8851	3917	69735	4654	12126	8753	56662	202779	10563	1320	20655	107316	64457	1309928	48276	41801	13417	2999	153845	2	24	1546	5064	379514	3584	3695	1832	878	152010	590871	164000	72	89669	398	14161	7573	2747	62337	118967	2415	39644	287361	2	41889	24118	171	5180729	1868334	134515	789379	8762		110466	395642	22612	161887	280832	93050	12687	1881	68333	28656	296124	11384	137831	113408	60764	42126	168	20491	395	16669	120853	802265	661	508734	274	468	13890	13094	8694	6216	54583	9344	304	1750	233	2574	189634	443938	928856	44571	27	930740	65290	3168	19074	260490	102021	172113	113	2495	7729	12086	2575751	3979	21699	472	351145	216109	925040	150464	304463	22182	11716	200311	42811	1247	159269	3978874	17246	670	11218	14143	73	17233	18258	37	7451	102581	48436	3788	528	5331	58940	998	769	2073	930	273605	68532	91195	356010	546280	2712366	331566	22051	31868	13162	33814	525343	32338	138192	101550	143762	180619	162	2853	16199	47088	124435	10694	499	838	304027	640272	88444	368116	58328	1024099	3776	160582	349964	5061	86530	106378	7376	165915	490835	59109	158023
High-income countries	100404811	390840	747148	992125	135	5572	213028	2006	30998	396485	106109	6678	343049	432929	53526	33268	8654	1477782	92810	363117	375658	44309	16628	14034	651	84955	666253	3568	733817	3475	9826	203559	12806	8820	112145	270928	79875	1094408	4469	1181	10251	13946	12741	238044	5147234	680449	88981	686300	20230	67397	19443	83078	75190	530607	998919	54309	140614	376259	5914	101560	206586	4461	40828	859096	390677	1199644	901541	13152	62851	56836	282500	12408	1252	129721	307606	1185987	60	4239	10365	25790	134127	2625431	226364	8367	855695	12879	62628	436	1676	516938	25929	32744	340388	544198	44	301865	383862	25951	4964338	1518198	744179	454947	813660	7367	184690	2720760	853747	570420	274971	564311	212938	1145	75728	42141	291998	100170	493435	721	51621	51337	2488	207206	31684	49452	13807	1008788	417	57035	103926	6858	316	15753	107432	1	9514141	16770	4496	6542	87225	15790	1925909	85626	167908	2988	507	233696	703149	3554	475492	243184	4605	319805	5656	2401	145726	3513	1967438	2495	117730	2893	25895	520307	2836125	1966816	1686505	1583400	3361	1759049	89284	137	1095297	2347644	13033	3689	29770	34965	415	52217	76304	3415	13134	70957	156179	1084981	8461	50161	129221	19254	242136	80758	1745	189104	412911	7992	978812	741602	75976	342579	192573	1669	244457	334703	532977	17289	325489	406546	4577	32682	1919	44123	297976	472597	2711727	8211	753	1410	85794	1216357	81848	3560539	72495	1319237	2216	81516	99467	5746	241306	1655141	7387	34	498610	37516	84975
Middle-income countries	64042290	4150319	76520	28289	3051	41	330048	554	1702	157767	770815	1226	40596	42050	1575765	1030	39057	3956820	2178	1325359	22962	3851	240207	51	8214	259244	802546	18697	224889	207	34970	487141	1167575	4342	7617	187491	43012	49236	1098	78	35117	175193	85	269895	592456	8005	12686	744952	3921	21905	58	22349	9129	343825	47310	620	12929	25007	65245	290856	11840	1320	615	24795	55087	507724	47550	42104	440711	85081	160564		22	2068	8492	115454	946		2353	881	833950	721108	164587	69	133283	395	1223	219	1105	61565	121930	3218	18429	233362		40394	36289	267	2452348	817146	88119	709033	7696		117787	391305	3131	140132	93492	2990223	19233	2862	37577	524152	355510	138598	57501	113398	60762	26039	168	141533	575	1162	34838	194564	769	517319	952	106	550	12750	4936		47690	148	535	24022	93903	130	19296	247076	1053944	45209	1076	737551	45808	269	11639	258963	102150	192550	98	371	18496	12093	1399563	1504	19642	1556	348910	177062	227987	101621	307987	15866	11355	187852	511658	139	43823	8385959	21241	209	329	1175	71	1317	18157	78	11561	80909	85318	48097	524	5328	57219	197	9728	38067	981	419177	45431	83205	317722	239014	2680057	62507	2936	31904	12771	32626	173153	449187	205852	123977	143762	180714	162	2505	9725	7679	102286	215507	6	1083	349006	4380002	29268	274878	62860	655895	1297	153596	1498471	512	73896	218655	15	166030	30604	33228	167261
Upper-middle-income countries	33846189	2109913	75839	5996	3036	41	73222	554	1624	127894	691948	1155	21981	39497	917288	974	1137	65420	2143	988646	20105	1827	25248	50	27	258427	802426	18401	194388	207	3001	484532	4014	2278	104	156708	25890	40679	1065	11	190	2884	85	264640	206240	7431	12686	741435	3257	17674	58	13040	2653	343663	44595	345	12643	24531	56722	18225	10416	1049	615	24528	53229	169047	26575	41050	2401	72201	3357		22	1146	7546	73849	931		244	133	704976	686184	6862	60	129698	143	1221	219	4	50309	2811	510	18422	233284		15360	34952	206	148017	681899	66770	635608	7210		16164	380240	3076	114933	30865	2674644	9311	1928	10576	476273	290064	114424	44816	113266	255	6928	167	108645	557	1127	27839	13847	135	26446	950		550	438	4574		23811	148	475	23902	93903	130	8906	236416	751424	44390	21	58060	43565		8735	243161	299	23543	17	285	7346	1679	33597		18358	85	345595	166208	218370	91405	298243	15506	1173	178587	333944	139	39894	2914145	2019	209	329	1175	71	1317	18141	78	3693	39733	16594	48025	504	555	41160	118	9638	38059	683	95550	27431	1713	310343	32630	806278	18782	2804	31868	11951	29885	91408	399699	205642	44192		10858	162	2439	9711	3790	92899	185336	6	781	3260	4067528	2748	191878	7026	534503	1232	152909	1219994	387	72738	100943	15	166030	21873	32124	158104
Lower-middle-income countries	30196101	2040406	681	22293	15		256826		78	29873	78867	71	18615	2553	658477	56	37920	3891400	35	336713	2857	2024	214959	1	8187	817	120	296	30501		31969	2609	1163561	2064	7513	30783	17122	8557	33	67	34927	172309		5255	386216	574		3517	664	4231		9309	6476	162	2715	275	286	476	8523	272631	1424	271		267	1858	338677	20975	1054	438310	12880	157207			922	946	41605	15		2109	748	128974	34924	157725	9	3585	252	2		1101	11256	119119	2708	7	78		25034	1337	61	2304331	135247	21349	73425	486		101623	11065	55	25199	62627	315579	9922	934	27001	47879	65446	24174	12685	132	60507	19111	1	32888	18	35	6999	180717	634	490873	2	106		12312	362		23879		60	120			10390	10660	302520	819	1055	679491	2243	269	2904	15802	101851	169007	81	86	11150	10414	1365966	1504	1284	1471	3315	10854	9617	10216	9744	360	10182	9265	177714		3929	5471814	19222						16		7868	41176	68724	72	20	4773	16059	79	90	8	298	323627	18000	81492	7379	206384	1873779	43725	132	36	820	2741	81745	49488	210	79785	143762	169856		66	14	3889	9387	30171		302	345746	312474	26520	83000	55834	121392	65	687	278477	125	1158	117712			8731	1104	9157
Low-income countries	7732730			4267			327438			630			143	262				770			720		62597		111196			4128	2506				53793	725235	6169		38532	2461			9960	16717		451	45611	106		1121	8630	40013		370	456677		1703		11		162	438889	188	3258		3257		58		63	6870		862					41105			5167	13047		4069	77328		43						202057	40935							561508	963			16			2913		719			76028						7001	6378	150699	1435				10595	136125	149		148069				76739	161		415						3219	304073		526			562				86295	87347					31404					802	1771		8261	2092		4898		938		1360	287420								134	1706	145645		305	453037				66		396162	53891	251431	2167	219		454604		74	1093	873	36	32929		368		50179					10				118035	104		29444	84753	11097		388	1646		3397	681			127	89508	58517
Sub-Saharan Africa	13716539	88	68	6751			647755		616	1125	84		3987	3065		67	134	1574	13	100	4608		302441	26		68	78	22621	2917	10	10	1670	1220698	729383	13669		80922	4668			44894	190883		321	29048	694		246	46424	59320			464472	422	2018		2046	927	429	729242	1489	3258				24856		42130	442356	61	157744			20	373	142010			7513	13887		39274	240781	23	3781					38	322871	43588	24					14	50128	851	332	151	5302		2027	12792	81	1324	24		91488		69		14	174	9907	119775	211421	8705		167	80	27200	170930	426	25	664620	142			87371	8486	6162	125		11				4343	549617	90	45451	10	92	9987		1367	46	188043	274332	9	12	651	14	7330		25	25	50	89	1366	4340	36614			1269		1077	711	4824	308470	94	11						11695	2263	227951	1577	809	458144	377		175	66		645026	96487	332587	2149	1548	189	467448		31904	1460	1898	277		51	930	17	230891			11	397	526				466016	2065	143	159545	146851	18635	39	48			125	67			400	121544	225439
AFRICA	14800306	478	379	28935			647776		629	1308	390		4882	4061	24	78	1140	2679	13	864	6442		302468	26		68	367	22621	3201	10	60	1720	1220746	729410	13669		81014	7230			44937	191758		341	31874	694		289	50250	60915			465706	498	2018		2109	1075	505	729658	2277	4576			9	42232	675	42130	444203	80	159569			20	1166	167826			7513	13909		52856	241405	30	6640					45	324233	44526	24				347	14	54602	14016	746	67051	5372		2545	24374	81	2907	21133	746	91835		11400	46	14	174	22491	119775	211456	17267		167	80	27230	170951	9194	46	665493	142			89577	8486	6162	173		273	11			15282	549630	99	45647	10	92	12017		1435	46	188393	277156	9	12	986	1658	9592		25	25	50	89	5413	5117	36648		1332	2014	46	1077	1326	16434	308503	94	11						11695	38277	231758	1577	824	458365	974		221	66		745054	97127	333894	5694	1982	299868	489049		31904	2270	3582	31114	594	139	3815	17	230891			11	4943	3045	210			466080	2834	2710	168766	147154	32896	39	48	359		150	67		165911	22667	121563	225464
Eastern Africa	4844795						221886						134					481			557							4239						690476	5489		18	718							10281	25			46342	26446					33				157	470644	185	3258				83			6976		32731					80401						1394	166		43														25342	226			6			1052		359			76608							6378						26783	143062	49	1	194					4125	6162								305153		688		39	226					178					2502						398		7139			185		938		371	206213										166		363							638604	55893	213845	77	509		390631		74		13				469											394105			29211	140364	2598									365	89508	67573
BDI	125628																				475																																							37951																237																																			202																																																														66415																																												949				5692												
COM	13799																																																																											532																																			85													10595																																														938																																																			160												
DJI	100507																																																																						11023																																																																																																																									83230																																							238		
ERI	12952						620																											1663											98				93											1224											91					211																							70												217														343																	896																															414																			1775	189	1284				180																			1190			43	375											151	168
ETH	611384																																	35																										90		3258							6843																																																																																																								132																			389419		131405				18417																			192														127		
KEN	699139																																	137																										235									106		20846																																																																							535		61																													2519																			159197	101	81156				11374																			299871				51289												
MDG	23541																																												1458				8050																											6567																							1152																																																																																																																																						
MWI	232620																																	5677																1509										2389																																							2583																																											58576																															4947																			59	8837																											1578	10278											45797	39732
MUS	15543																	313			15																	34							8024	25																														993						124																	3278				6			106		15																563		49																															7															38													58								307		3	42						13																		458		41											
MYT	45474																																																36203																											5080																																																3669																																																																																																													
MOZ	195702																																		5489																									1174																																							1983																			6265							35695																																1256								7139																												26952																												5706											3639	17924
REU	100678																																																1509																											66309																																																11431									3455	6162																																																																																																			
RWA	347076																																	56107																										163420																																																			2218																																																																																																										79241				36766												
SYC	6574												51					17			20																								103										33																					154						57																	2026	226						37					331													525			1						509													39						40					11						398									11																				15	366		10	467										469											6			173													
SOM	20087																																																																						555																																																																																																																																																																		
SSD																																																																																																																																																																																																																																									
UGA	634703																	151			47													16392				280							432														157	95138	185								27		216					263						246			43														4140							427		215			43034																															32					226										683											185				322	78758																			1254			64			360660																						1264	25776	1013											
TZA	928180						1018																					116						608669				247											487	23143										110786																						810																	6642							482					30272							113							7098								161									46739		526													545																49366												305							3655	582							74																	12286			912		1082										13584	693
ZMB	321167						220248						83															111						1796			18	157							166					1794										58237						83										55						157	166																3468									129			249														6937			194														545		101								138																					3662										166										1535																								370			1036	4322	462											9056
ZWE	410041																											4012																																																																																																	92989																	197830																																																			17024																											23747												26337	
Middle Africa	1756687			52			358009						16	32							236		32174										3298	36772	7212		66195	419			25708	104803			623					18550			1608		266		11		76	232083	3					58		42067								40319			2458			330	3002								2521												16		7	101		15									1760			1286								43328				1564									337	341		457			50				3066	119311													7948			92				1487	98698								7925		20980							66			3313	118742	534			74843			18	220	14					12082				106	10				24177					1173										158	
AGO	46108																																		4724							16								543			7							17735																															173																																																			128		457																					7014								183								4121												3226																																							158	
CMR	228383																																									82221																																		10163																																																																												90495																																																																																	
CAF	123529												16	32																								281				15183															11			26065	3					58										14506																											16			101																						457																			50																									207									111									66			80					29587			18	220						13					10									831											
TCD	104825																																				36353				9463									839										301																1039			343																																									1286																															3066	17386																																														28613																																			
COG	305002						31100																7549														5614				16245	5249			459										266					183780								786								5127			1572			288																																			580											16851				1564																																	716							1280	12480										6591																									1211														83											
COD	744387						325733																											36692																9470																																																																																																																											85936																					118742				16643																			24177																
GNQ	4517																																				333																																							1903			107																																																																									150																													623														534																																						
GAB	195571			52			522														236		24625										3298	80			23895	138				2134			164					7698			1601						76	4202								41013								7581						42	3002								2348														7			15									1180											26020													337											11280																92					99								3070		14389										7										14					10858				106										259											
STP	4365						654																												2488																																	268											436																																																															213																							218																																																																				
Northern Africa	1885650	390	311	22184			21		13	183	306		895	996	24	11	1006	1105		764	1834		27				289		284		50	50	48	27			92	2562			18682	73490		20	4572			43	3826	1595			1234	76			63	148	76	12794	788	1318			9	39703	675		437005	19	125303				793	25816				22		13582	624	7	2859					7	1362	938					347		6825	13165	414	66900	70		518	11582		1583	21109	746	6714		11331	46			12584		35	11054				30	21	8768	21	1974				2206			48		262	11			10939	13	9	196			2030		68		350	26967			335	1644	2262						4047	777	34		1332	745	46		615	11610	33									36014	3807		15	221	597		46			100071	640	1307	3545	434	299679	21601			810	1684	30837	594	88	2885						4546	2519	210			44473	769	2567	9221	303	14261			359		25			165911	22267	19	25
DZA	250110																																																																											556						778																		1446		7579				740			2258				1196				1225			2325						877																																														802										3926										11570					31667	1597					3073																	800		1094								165911	2366		
EGY	173452	154	88	648			21		13	183	118		344	442	24	11	294	186		204	411		27				46		96		50	50	48	27			92	464			43	244		20	562			43	664	55			168	76			63	148	76	96	221	271			9		155		388	19	478				182	2089				22		5649	172	7	934					7	105	68					98		910	2107	111	7793	70		518	3058		843	3836	155	101		2188	46			2324		35	3669				30	21	2063	21	158				114			48		60	11			776	13	9	196			726		68		86	593			89	397	452						801	278	34		292	218	46		177	5477	33									5987	311		15	46	105		46			11540	164		303	164	56745	9388			259	998	5549	95	88	787						572	654	35			64	125	523	2299	107	4416			82		25				4167	19	25
LBY	567436	236	223	2642							188		551	554			712	919		560	496						243		188									2098				631			2264				3162	297			438							320	567	1047				15455	520		1459		1347				611	3699						5172	452		1925							230					249		3564	9612	303	50384				4923		740	15015	591	246		7947				8143									5828		249				264					202				3605						1304				264	2098			246	1247	1810						3246	499			1040	527			438	5331										26101	824			175	492					76918	476	1307	534	270	210540	10616			551	686	20428	499		2098						2270	1865	175				644	2044	5321	196	7274			277						15734		
MAR	53034			8877																	927																													1243																1228										14547						952									651											1133				1253											892			777												1053																																																			1193												2708								1353									1704								801		1208											
SDN	801883																																								18639	72615			1746															12378						22327			435158		123478																												2351												6367									2492								1101																								24143																																								43																									44409																
TUN	36446			9967																																																	628													693										4754						1031																				11				1608														1791								229				430									6558											133																															371														727						434																			269											
ESH	3289			50																																																																								171															606	640																																				237				345																																																			1108																																																		
Southern Africa	1222314	88	68	823			65584		616	1049	84		3818	3033		67	134	1093	13	100	3533		287	26		68	78	18382	1917	10	10	1670	94	2135			1134	2723			50			321	15235	669		246	82	9272			515	422	1529		2035	927	191	13726	1301					2143			222	61	1517			20	373	3840			130	114		35709	3030	23	3738					38	104	13	24					14	20802	625	332	67	5280		1993	10901	81	875	24		8504		38		14	174	445	113397	269	116		167	70	417	27868	377	24	45	142				4361		119		11				450	244047	90	44306	10	53	9197		1367	46	9	8404	9	12	651	14	4776		25	25	50	85	946	4302	19476			738		139	711	2003	1808	94	11							257	1181	1577	446	380	377		175			6379	36978		1056	1022	41	1450		31830	367	1378	49		51	461					11	48	516				3325	1915	75	127251	6480	8647		48			125	67			35	31878	157866
BWA	57064						1320						114																									106							1348															1261	104																					341																	3032				190			165					254							1212						238	1709								700									441		687			193					285			118		223								141																				95								13860			613				259	133																570			993	1104	55										4773	11763
LSO	6167																											102																	114																																						85																215																										36																	23		4													215																																				2441							36																	130				81	85										66	66
NAM	134403	58		637			48646		616	67	84		705	801		67	65	44			242		206					865	702			41	94	511			156	248						44	4078					1468			41		893			101	133	4179	150					229					278				104	705				114		11896	189								71								886	120	41		80		143	1083		150			1458						61	166		48			58		485								141									182					679		67			1290			71		219						325	222	570			48			41	597	471										41		75	216						123	11132		452			262		259	133	564				98							48				633	338		2256	1442	1379										3971	18964
ZAF	1001825	30	68	186			15551			982			2983	2232			69	1049	13	100	3291		81	26		68	78	17332	1215	10	10	1629		1521			978	2357			50			277	9695	669		246	82	7768			474	422	636		2035	826	58	8208	1047					1914			222	61	1224			20	269	3135			130			23472	2756	23	3738					38	33	13	24					14	16669	505	291	67	5010		1850	9653	81	725	24		6792		38		14	174	384	111888	251	68		167	12	179	25638	377	24	45	142				3520		119		11				450	234274	90	43615	10	53	8325		1295	46	9	6829	9	12	462	14	4119		25	25	50	85	621	4080	18765			690		139	670	1406	1292	94	11							257	1140	1577	276	164	377		175			6209			604	409	41	1188		31276	101	814	49		51	363					11	48	468				1962	1577	75	124002	3853	6982		48			125	67			35	23068	127073
SWZ	22855						67						16															83						103				12												36										78											15																																															131	18																							9127							5																								45																			47	9545																								30					146											
Western Africa	5090860			5876			2276			76			19								282		269980						1000				1217306		968		13575	808			497	13465			1163					5052			462349		190				5	411						245		63			18					17450			4925	13773		1841	234583								320246	43575							1633			84			27	738		75			9		31				7702		211152	4811			10					619952				85807			6						3556	76					514				184968	122296					52					4	22	38	2051			254				963	1751								3770	2006	205624			457764							303		482	17	148	524			1075	287	214				17	218809				243						150	68	3083	7	6217	39										
BEN	133730																																5421									381								1041			7489																							979							5565																																													703																							41294	24306																																																								26222																									
BFA	520039																						3071																														383695																														29139																																													42260																							10633	3801																															2965																									10415																									
CPV	11027						2209			10											24								130																51								15		115																					172			17	12		41	93								99	1138														305		4															10					14							6							76					82					144										4			929							92									3747		627			32									50							29					17											46		29		275	39										
CIV	1994135																						53643										1117062		288																																													693			66479								114966	324																											39011	4526								395346				9058																			51009	35607																															21563			652																						36374																									
GMB	182514																																																																																										38423	11733																											173									8805				3100																																																			112746			2218																																															
GHA	191601			8									19										9987						8				46451				68	164				9			135								5465							18						23					18					130				21											82								506						27	137		33			9						585		13084									4004				10															146				4714	16584					52						22	38								52	299										59			2385										17		20				116	41					72060												1084	7	487											
GIN	560075																				166		1897						199				598		78			239							166								3087		75																					1325				654												3495																33											138141									19422				478																			1124	734													295			172				596										523	8455			365828									73								36					1833										104				689											
GNB	20450																																		576			58																																						111				1534											4968																												908													563																																	827																		8119			960																																				313											
LBR	151868																						61										373					238															2093																							284				630		890	9542								31145	2171							742							242											4056											1889																			286				1081	2294																															233			71154									275						1075	142						240												1099		2837											
MLI	189475			554			67																520										20155				567				271				76					3856			54884																							2347			4279	570			2388								14659																												562													12423																			5259	1524																				92											10719			1177																						856														223											
MRT	57366			1601						66											60		541						157								385	50				51			156								192							42						222													84				204								3042	1178										84				54							31				116			136								7483													337										148																	69				60										300	37730												84		148						137					114				243							68			108											
NER	122260			438																			17081										18432				397					720											1147																														1602																																					149								43060																								18540																															1096															504										9253																									
NGA	487882																						143212														10943					11871																																									90479																																				8358									65493																							45868																																			1658																						60095																									
SHN	405																																																																																																																																																																																																76																											291													
SEN	231901			3275																			2820						506								792																2195																							10825				4029		682	1395								40236	23437																									862											26917				59956									3219										1321	663																														1183				11638																						1308														626											
SLE	98241																						248										33		3			36							266								70						5																					4984		127	1242								70656	22							385									5									2083		10813									1857				134																			153	2012																13				71											700										227															39												580		480											
TGO	137891																				32		36899										8781		23		423	23			226	433			313					155			2017							351								63								1277			545	646		101	26455								1970	77																											102									2699				85																			22364	16087																					1452								23		612			62																																				179											
ASIA	49198332	4317635	3805	31789			2523			35742	229455	67	44162	22115	638270		39582	5103328		137163	14445		4		119383	536	2944	4	332016	70	34910	473439		2	11	188949	26	50546			7	9332		3195	3238437	70799	82862	1987		555		82	2	276	170		9900	1433	53684	343	6673	2		5	485	1295924	5		13781	2691	130610			212	3590	60515					151987	477829	1874	2	76312			44	1056	276				10		2	17119	113	5779042	1969375	138694	727492	2680		99891	13802	7	74170	258549	92287	3387		56867	28606	354819	10753	92114		1	28639		19179	47	4	4	961596	613		55			255	367		3940			1726			175247	5	1159480	2		943984	32126		12633	5	30	7457			15647	10420	2607019	1186	9	373	4	58147	1009926	118549	3407	56	10351	812295	41789		149176	3949736	1									64509	67	1224	9	2	67570		388	143		76959	14070	8732	6176	550037	2413764	317200	133	71	8599	16432	475689	64668	134503	197667	143745				7	41541	118343	10481			881	627028	85759	202753	273	287815	26	5330	351241		678	223811			468515	920	139
Central Asia	5183872	17118		138							26741			69	75721					103333											27	3131						54							2085														46711		139									1867					241						9362	177616			5763														654		4832	68								66637				21980		2502						7983																									55		117		26					40	125							26959				24101	14820		713	3655889																														57		27288									36274	3916				438563		333		291	26		285941			181				27	
KAZ	2871300										6716				35532					50780												3131													1588														45244											817											2405	160373			5763																													4946		817						3222																																										21465				23442	8849			2032883																																11617									34443	771				248273							168223								
KGZ	389558										4520				8768					19072																									445														1301											1050					241						6254	5678																												24682						1685						4761																																										5453				659	5138		713	215735																																3669									1009	1876				52617							15230			181					
TJK	299266	17118		138							207			69	180					720											27							54							52														166		139																				703	143																	654		1267	68								889				11924																																	55		117		26					40	125							41					833			251899																														57											822	473				1279		333		291	26		7971							27	
